,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,Session
20,0 days 01:09:36.483000,1,0 days 00:01:18.401000,21,5,,,0 days 00:00:21.958000,0 days 00:00:25.287000,0 days 00:00:31.156000,0 days 01:08:40.040000,0 days 01:09:05.327000,0 days 01:09:36.483000,,273.0,289.0,319.0,False,MEDIUM,18.0,,0 days 01:08:18.082000,Red Bull Racing,VER,1,True,2022-06-17 18:53:19.693000,Practice 1
23,0 days 01:13:47.501000,1,0 days 00:01:18.657000,24,5,,,0 days 00:00:21.891000,0 days 00:00:25.302000,0 days 00:00:31.464000,0 days 01:12:50.735000,0 days 01:13:16.037000,0 days 01:13:47.501000,250.0,276.0,275.0,304.0,False,MEDIUM,21.0,,0 days 01:12:28.844000,Red Bull Racing,VER,1,True,2022-06-17 18:57:30.455000,Practice 1
24,0 days 01:15:05.861000,1,0 days 00:01:18.360000,25,5,,,0 days 00:00:21.889000,0 days 00:00:25.175000,0 days 00:00:31.296000,0 days 01:14:09.390000,0 days 01:14:34.565000,0 days 01:15:05.861000,,276.0,277.0,303.0,False,MEDIUM,22.0,,0 days 01:13:47.501000,Red Bull Racing,VER,1,True,2022-06-17 18:58:49.112000,Practice 1
28,0 days 00:18:10.487000,55,0 days 00:01:19.708000,2,1,,,0 days 00:00:22.196000,0 days 00:00:25.472000,0 days 00:00:32.040000,0 days 00:17:12.975000,0 days 00:17:38.447000,0 days 00:18:10.487000,250.0,274.0,274.0,298.0,False,MEDIUM,2.0,True,0 days 00:16:50.779000,Ferrari,SAI,1,True,2022-06-17 18:01:52.390000,Practice 1
29,0 days 00:19:29.440000,55,0 days 00:01:18.953000,3,1,,,0 days 00:00:21.908000,0 days 00:00:25.478000,0 days 00:00:31.567000,0 days 00:18:32.395000,0 days 00:18:57.873000,0 days 00:19:29.440000,252.0,275.0,273.0,300.0,False,MEDIUM,3.0,True,0 days 00:18:10.487000,Ferrari,SAI,1,True,2022-06-17 18:03:12.098000,Practice 1
30,0 days 00:20:47.477000,55,0 days 00:01:18.037000,4,1,,,0 days 00:00:21.771000,0 days 00:00:24.994000,0 days 00:00:31.272000,0 days 00:19:51.211000,0 days 00:20:16.205000,0 days 00:20:47.477000,,276.0,275.0,298.0,False,MEDIUM,4.0,True,0 days 00:19:29.440000,Ferrari,SAI,1,True,2022-06-17 18:04:31.051000,Practice 1
32,0 days 00:23:44.444000,55,0 days 00:01:17.398000,6,1,,,0 days 00:00:21.416000,0 days 00:00:25.047000,0 days 00:00:30.935000,0 days 00:22:48.462000,0 days 00:23:13.509000,0 days 00:23:44.444000,252.0,275.0,282.0,312.0,False,MEDIUM,6.0,True,0 days 00:22:27.046000,Ferrari,SAI,1,True,2022-06-17 18:07:28.657000,Practice 1
34,0 days 00:26:44.798000,55,0 days 00:01:16.952000,8,1,,,0 days 00:00:21.405000,0 days 00:00:24.826000,0 days 00:00:30.721000,0 days 00:25:49.251000,0 days 00:26:14.077000,0 days 00:26:44.798000,253.0,276.0,287.0,319.0,False,MEDIUM,8.0,True,0 days 00:25:27.846000,Ferrari,SAI,1,True,2022-06-17 18:10:29.457000,Practice 1
37,0 days 00:31:08.511000,55,0 days 00:01:16.400000,11,1,,,0 days 00:00:21.228000,0 days 00:00:24.585000,0 days 00:00:30.587000,0 days 00:30:13.339000,0 days 00:30:37.924000,0 days 00:31:08.511000,254.0,277.0,286.0,315.0,False,MEDIUM,11.0,True,0 days 00:29:52.111000,Ferrari,SAI,1,True,2022-06-17 18:14:53.722000,Practice 1
42,0 days 00:47:17.108000,55,0 days 00:01:15.441000,16,3,,,0 days 00:00:20.780000,0 days 00:00:24.080000,0 days 00:00:30.581000,0 days 00:46:22.447000,0 days 00:46:46.527000,0 days 00:47:17.108000,256.0,279.0,285.0,316.0,False,SOFT,3.0,True,0 days 00:46:01.667000,Ferrari,SAI,1,True,2022-06-17 18:31:03.278000,Practice 1
45,0 days 00:52:23.767000,55,0 days 00:01:15.404000,19,4,,,0 days 00:00:20.978000,0 days 00:00:24.234000,0 days 00:00:30.192000,0 days 00:51:29.341000,0 days 00:51:53.575000,0 days 00:52:23.767000,255.0,280.0,289.0,317.0,True,SOFT,6.0,,0 days 00:51:08.363000,Ferrari,SAI,1,True,2022-06-17 18:36:09.974000,Practice 1
49,0 days 01:03:40.342000,55,0 days 00:01:18.872000,23,5,,,0 days 00:00:22.106000,0 days 00:00:25.108000,0 days 00:00:31.658000,0 days 01:02:43.576000,0 days 01:03:08.684000,0 days 01:03:40.342000,249.0,273.0,270.0,298.0,False,MEDIUM,17.0,False,0 days 01:02:21.470000,Ferrari,SAI,1,True,2022-06-17 18:47:23.081000,Practice 1
50,0 days 01:04:59.423000,55,0 days 00:01:19.081000,24,5,,,0 days 00:00:22.352000,0 days 00:00:25.340000,0 days 00:00:31.389000,0 days 01:04:02.694000,0 days 01:04:28.034000,0 days 01:04:59.423000,241.0,270.0,281.0,313.0,False,MEDIUM,18.0,False,0 days 01:03:40.342000,Ferrari,SAI,1,True,2022-06-17 18:48:41.953000,Practice 1
51,0 days 01:06:19.478000,55,0 days 00:01:20.055000,25,5,,,0 days 00:00:22.787000,0 days 00:00:25.368000,0 days 00:00:31.900000,0 days 01:05:22.210000,0 days 01:05:47.578000,0 days 01:06:19.478000,242.0,268.0,269.0,291.0,False,MEDIUM,19.0,False,0 days 01:04:59.423000,Ferrari,SAI,1,True,2022-06-17 18:50:01.034000,Practice 1
52,0 days 01:07:38.579000,55,0 days 00:01:19.101000,26,5,,,0 days 00:00:22.099000,0 days 00:00:25.297000,0 days 00:00:31.705000,0 days 01:06:41.577000,0 days 01:07:06.874000,0 days 01:07:38.579000,241.0,268.0,271.0,292.0,False,MEDIUM,20.0,False,0 days 01:06:19.478000,Ferrari,SAI,1,True,2022-06-17 18:51:21.089000,Practice 1
53,0 days 01:08:57.430000,55,0 days 00:01:18.851000,27,5,,,0 days 00:00:21.978000,0 days 00:00:25.280000,0 days 00:00:31.593000,0 days 01:08:00.557000,0 days 01:08:25.837000,0 days 01:08:57.430000,,272.0,273.0,294.0,False,MEDIUM,21.0,False,0 days 01:07:38.579000,Ferrari,SAI,1,True,2022-06-17 18:52:40.190000,Practice 1
54,0 days 01:10:16.097000,55,0 days 00:01:18.667000,28,5,,,0 days 00:00:21.891000,0 days 00:00:25.320000,0 days 00:00:31.456000,0 days 01:09:19.321000,0 days 01:09:44.641000,0 days 01:10:16.097000,244.0,272.0,274.0,294.0,False,MEDIUM,22.0,False,0 days 01:08:57.430000,Ferrari,SAI,1,True,2022-06-17 18:53:59.041000,Practice 1
55,0 days 01:11:34.751000,55,0 days 00:01:18.654000,29,5,,,0 days 00:00:21.946000,0 days 00:00:25.280000,0 days 00:00:31.428000,0 days 01:10:38.043000,0 days 01:11:03.323000,0 days 01:11:34.751000,245.0,274.0,276.0,298.0,False,MEDIUM,23.0,False,0 days 01:10:16.097000,Ferrari,SAI,1,True,2022-06-17 18:55:17.708000,Practice 1
56,0 days 01:12:53.297000,55,0 days 00:01:18.546000,30,5,,,0 days 00:00:21.885000,0 days 00:00:25.207000,0 days 00:00:31.454000,0 days 01:11:56.636000,0 days 01:12:21.843000,0 days 01:12:53.297000,250.0,277.0,289.0,321.0,False,MEDIUM,24.0,False,0 days 01:11:34.751000,Ferrari,SAI,1,True,2022-06-17 18:56:36.362000,Practice 1
58,0 days 01:15:38.931000,55,0 days 00:01:18.162000,32,5,,,0 days 00:00:21.752000,0 days 00:00:25.091000,0 days 00:00:31.319000,0 days 01:14:42.521000,0 days 01:15:07.612000,0 days 01:15:38.931000,250.0,276.0,277.0,300.0,False,MEDIUM,26.0,False,0 days 01:14:20.769000,Ferrari,SAI,1,True,2022-06-17 18:59:22.380000,Practice 1
63,0 days 00:20:16.630000,47,0 days 00:01:20.061000,3,1,,,0 days 00:00:22.865000,0 days 00:00:25.663000,0 days 00:00:31.533000,0 days 00:19:19.434000,0 days 00:19:45.097000,0 days 00:20:16.630000,238.0,273.0,284.0,318.0,False,MEDIUM,3.0,True,0 days 00:18:56.569000,Haas F1 Team,MSC,1,True,2022-06-17 18:03:58.180000,Practice 1
68,0 days 00:27:53.486000,47,0 days 00:01:20.211000,8,1,,,0 days 00:00:22.423000,0 days 00:00:25.609000,0 days 00:00:32.179000,0 days 00:26:55.698000,0 days 00:27:21.307000,0 days 00:27:53.486000,250.0,274.0,272.0,295.0,False,MEDIUM,8.0,True,0 days 00:26:33.275000,Haas F1 Team,MSC,1,True,2022-06-17 18:11:34.886000,Practice 1
71,0 days 00:52:43.413000,47,0 days 00:01:17.223000,11,2,,,0 days 00:00:21.674000,0 days 00:00:24.732000,0 days 00:00:30.817000,0 days 00:51:47.864000,0 days 00:52:12.596000,0 days 00:52:43.413000,251.0,274.0,284.0,318.0,True,SOFT,3.0,True,0 days 00:51:26.190000,Haas F1 Team,MSC,1,True,2022-06-17 18:36:27.801000,Practice 1
73,0 days 00:55:59.033000,47,0 days 00:01:17.868000,13,2,,,0 days 00:00:21.771000,0 days 00:00:24.957000,0 days 00:00:31.140000,0 days 00:55:02.936000,0 days 00:55:27.893000,0 days 00:55:59.033000,250.0,275.0,284.0,315.0,False,SOFT,5.0,True,0 days 00:54:41.165000,Haas F1 Team,MSC,1,True,2022-06-17 18:39:42.776000,Practice 1
87,0 days 00:18:41.081000,44,0 days 00:01:19.399000,2,1,,,0 days 00:00:22.169000,0 days 00:00:25.600000,0 days 00:00:31.630000,0 days 00:17:43.851000,0 days 00:18:09.451000,0 days 00:18:41.081000,249.0,275.0,275.0,302.0,False,MEDIUM,2.0,True,0 days 00:17:21.682000,Mercedes,HAM,1,True,2022-06-17 18:02:23.293000,Practice 1
88,0 days 00:19:59.694000,44,0 days 00:01:18.613000,3,1,,,0 days 00:00:21.910000,0 days 00:00:25.338000,0 days 00:00:31.365000,0 days 00:19:02.991000,0 days 00:19:28.329000,0 days 00:19:59.694000,246.0,277.0,274.0,301.0,False,MEDIUM,3.0,True,0 days 00:18:41.081000,Mercedes,HAM,1,True,2022-06-17 18:03:42.692000,Practice 1
89,0 days 00:21:18.337000,44,0 days 00:01:18.643000,4,1,,,0 days 00:00:21.731000,0 days 00:00:25.414000,0 days 00:00:31.498000,0 days 00:20:21.425000,0 days 00:20:46.839000,0 days 00:21:18.337000,249.0,276.0,278.0,301.0,False,MEDIUM,4.0,True,0 days 00:19:59.694000,Mercedes,HAM,1,True,2022-06-17 18:05:01.305000,Practice 1
92,0 days 00:34:24.179000,44,0 days 00:01:17.337000,7,2,,,0 days 00:00:21.372000,0 days 00:00:24.888000,0 days 00:00:31.077000,0 days 00:33:28.214000,0 days 00:33:53.102000,0 days 00:34:24.179000,252.0,277.0,275.0,298.0,False,MEDIUM,8.0,False,0 days 00:33:06.842000,Mercedes,HAM,1,True,2022-06-17 18:18:08.453000,Practice 1
93,0 days 00:35:41.819000,44,0 days 00:01:17.640000,8,2,,,0 days 00:00:21.544000,0 days 00:00:24.881000,0 days 00:00:31.215000,0 days 00:34:45.723000,0 days 00:35:10.604000,0 days 00:35:41.819000,246.0,275.0,277.0,300.0,False,MEDIUM,9.0,False,0 days 00:34:24.179000,Mercedes,HAM,1,True,2022-06-17 18:19:25.790000,Practice 1
94,0 days 00:36:59.643000,44,0 days 00:01:17.824000,9,2,,,0 days 00:00:21.535000,0 days 00:00:25.004000,0 days 00:00:31.285000,0 days 00:36:03.354000,0 days 00:36:28.358000,0 days 00:36:59.643000,249.0,277.0,274.0,301.0,False,MEDIUM,10.0,False,0 days 00:35:41.819000,Mercedes,HAM,1,True,2022-06-17 18:20:43.430000,Practice 1
96,0 days 00:40:31.258000,44,0 days 00:01:16.751000,11,2,,,0 days 00:00:21.444000,0 days 00:00:24.825000,0 days 00:00:30.482000,0 days 00:39:35.951000,0 days 00:40:00.776000,0 days 00:40:31.258000,253.0,276.0,288.0,319.0,False,MEDIUM,12.0,False,0 days 00:39:14.507000,Mercedes,HAM,1,True,2022-06-17 18:24:16.118000,Practice 1
99,0 days 00:54:25.622000,44,0 days 00:01:15.877000,14,3,,,0 days 00:00:21.107000,0 days 00:00:24.252000,0 days 00:00:30.518000,0 days 00:53:30.852000,0 days 00:53:55.104000,0 days 00:54:25.622000,253.0,281.0,287.0,323.0,True,SOFT,3.0,True,0 days 00:53:09.745000,Mercedes,HAM,1,True,2022-06-17 18:38:11.356000,Practice 1
102,0 days 00:59:01.438000,44,0 days 00:01:16.114000,17,3,,,0 days 00:00:21.208000,0 days 00:00:24.495000,0 days 00:00:30.411000,0 days 00:58:06.532000,0 days 00:58:31.027000,0 days 00:59:01.438000,253.0,277.0,287.0,318.0,False,SOFT,6.0,True,0 days 00:57:45.324000,Mercedes,HAM,1,True,2022-06-17 18:42:46.935000,Practice 1
105,0 days 01:08:50.165000,44,0 days 00:01:19.157000,20,4,,,0 days 00:00:22.047000,0 days 00:00:25.528000,0 days 00:00:31.582000,0 days 01:07:53.055000,0 days 01:08:18.583000,0 days 01:08:50.165000,244.0,273.0,273.0,298.0,False,MEDIUM,15.0,False,0 days 01:07:31.008000,Mercedes,HAM,1,True,2022-06-17 18:52:32.619000,Practice 1
106,0 days 01:10:09.358000,44,0 days 00:01:19.193000,21,4,,,0 days 00:00:21.912000,0 days 00:00:25.517000,0 days 00:00:31.764000,0 days 01:09:12.077000,0 days 01:09:37.594000,0 days 01:10:09.358000,,273.0,273.0,298.0,False,MEDIUM,16.0,False,0 days 01:08:50.165000,Mercedes,HAM,1,True,2022-06-17 18:53:51.776000,Practice 1
108,0 days 01:12:53.102000,44,0 days 00:01:20.019000,23,4,,,0 days 00:00:22.153000,0 days 00:00:25.748000,0 days 00:00:32.118000,0 days 01:11:55.236000,0 days 01:12:20.984000,0 days 01:12:53.102000,243.0,269.0,273.0,297.0,False,MEDIUM,18.0,False,0 days 01:11:33.083000,Mercedes,HAM,1,True,2022-06-17 18:56:34.694000,Practice 1
110,0 days 01:15:33.702000,44,0 days 00:01:20.039000,25,4,,,0 days 00:00:22.267000,0 days 00:00:25.761000,0 days 00:00:32.011000,0 days 01:14:35.930000,0 days 01:15:01.691000,0 days 01:15:33.702000,241.0,271.0,273.0,297.0,False,MEDIUM,20.0,False,0 days 01:14:13.663000,Mercedes,HAM,1,True,2022-06-17 18:59:15.274000,Practice 1
118,0 days 00:43:44.825000,31,0 days 00:01:18.187000,6,4,,,0 days 00:00:22.170000,0 days 00:00:25.071000,0 days 00:00:30.946000,0 days 00:42:48.808000,0 days 00:43:13.879000,0 days 00:43:44.825000,251.0,275.0,286.0,318.0,False,MEDIUM,7.0,False,0 days 00:42:26.638000,Alpine,OCO,1,True,2022-06-17 18:27:28.249000,Practice 1
120,0 days 00:46:45.355000,31,0 days 00:01:17.374000,8,4,,,0 days 00:00:21.804000,0 days 00:00:24.750000,0 days 00:00:30.820000,0 days 00:45:49.785000,0 days 00:46:14.535000,0 days 00:46:45.355000,251.0,277.0,287.0,319.0,False,MEDIUM,9.0,False,0 days 00:45:27.981000,Alpine,OCO,1,True,2022-06-17 18:30:29.592000,Practice 1
122,0 days 00:49:40.506000,31,0 days 00:01:16.930000,10,4,,,0 days 00:00:21.529000,0 days 00:00:24.651000,0 days 00:00:30.750000,0 days 00:48:45.105000,0 days 00:49:09.756000,0 days 00:49:40.506000,252.0,276.0,287.0,320.0,False,MEDIUM,11.0,False,0 days 00:48:23.576000,Alpine,OCO,1,True,2022-06-17 18:33:25.187000,Practice 1
125,0 days 01:00:36.960000,31,0 days 00:01:16.421000,13,5,,,0 days 00:00:21.324000,0 days 00:00:24.521000,0 days 00:00:30.576000,0 days 00:59:41.863000,0 days 01:00:06.384000,0 days 01:00:36.960000,253.0,275.0,284.0,317.0,True,SOFT,3.0,True,0 days 00:59:20.539000,Alpine,OCO,1,True,2022-06-17 18:44:22.150000,Practice 1
127,0 days 01:03:33.249000,31,0 days 00:01:16.769000,15,5,,,0 days 00:00:21.437000,0 days 00:00:24.672000,0 days 00:00:30.660000,0 days 01:02:37.917000,0 days 01:03:02.589000,0 days 01:03:33.249000,252.0,275.0,284.0,317.0,False,SOFT,5.0,True,0 days 01:02:16.480000,Alpine,OCO,1,True,2022-06-17 18:47:18.091000,Practice 1
129,0 days 01:06:41.803000,31,0 days 00:01:16.472000,17,5,,,0 days 00:00:21.414000,0 days 00:00:24.445000,0 days 00:00:30.613000,0 days 01:05:46.745000,0 days 01:06:11.190000,0 days 01:06:41.803000,252.0,277.0,284.0,317.0,False,SOFT,7.0,True,0 days 01:05:25.331000,Alpine,OCO,1,True,2022-06-17 18:50:26.942000,Practice 1
130,0 days 01:08:00.164000,31,0 days 00:01:18.361000,18,5,,,0 days 00:00:21.821000,0 days 00:00:24.998000,0 days 00:00:31.542000,0 days 01:07:03.624000,0 days 01:07:28.622000,0 days 01:08:00.164000,247.0,273.0,270.0,297.0,False,SOFT,8.0,True,0 days 01:06:41.803000,Alpine,OCO,1,True,2022-06-17 18:51:43.414000,Practice 1
131,0 days 01:09:19.308000,31,0 days 00:01:19.144000,19,5,,,0 days 00:00:21.925000,0 days 00:00:25.479000,0 days 00:00:31.740000,0 days 01:08:22.089000,0 days 01:08:47.568000,0 days 01:09:19.308000,245.0,269.0,270.0,295.0,False,SOFT,9.0,True,0 days 01:08:00.164000,Alpine,OCO,1,True,2022-06-17 18:53:01.775000,Practice 1
132,0 days 01:10:38.396000,31,0 days 00:01:19.088000,20,5,,,0 days 00:00:22.002000,0 days 00:00:25.324000,0 days 00:00:31.762000,0 days 01:09:41.310000,0 days 01:10:06.634000,0 days 01:10:38.396000,,268.0,269.0,292.0,False,SOFT,10.0,True,0 days 01:09:19.308000,Alpine,OCO,1,True,2022-06-17 18:54:20.919000,Practice 1
133,0 days 01:11:57.284000,31,0 days 00:01:18.888000,21,5,,,0 days 00:00:21.866000,0 days 00:00:25.345000,0 days 00:00:31.677000,0 days 01:11:00.262000,0 days 01:11:25.607000,0 days 01:11:57.284000,246.0,270.0,272.0,293.0,False,SOFT,11.0,True,0 days 01:10:38.396000,Alpine,OCO,1,True,2022-06-17 18:55:40.007000,Practice 1
134,0 days 01:13:16.335000,31,0 days 00:01:19.051000,22,5,,,0 days 00:00:21.977000,0 days 00:00:25.440000,0 days 00:00:31.634000,0 days 01:12:19.261000,0 days 01:12:44.701000,0 days 01:13:16.335000,247.0,271.0,274.0,300.0,False,SOFT,12.0,True,0 days 01:11:57.284000,Alpine,OCO,1,True,2022-06-17 18:56:58.895000,Practice 1
135,0 days 01:14:35.422000,31,0 days 00:01:19.087000,23,5,,,0 days 00:00:22.015000,0 days 00:00:25.490000,0 days 00:00:31.582000,0 days 01:13:38.350000,0 days 01:14:03.840000,0 days 01:14:35.422000,249.0,272.0,275.0,301.0,False,SOFT,13.0,True,0 days 01:13:16.335000,Alpine,OCO,1,True,2022-06-17 18:58:17.946000,Practice 1
136,0 days 01:15:54.265000,31,0 days 00:01:18.843000,24,5,,,0 days 00:00:21.936000,0 days 00:00:25.412000,0 days 00:00:31.495000,0 days 01:14:57.358000,0 days 01:15:22.770000,0 days 01:15:54.265000,248.0,272.0,275.0,297.0,False,SOFT,14.0,True,0 days 01:14:35.422000,Alpine,OCO,1,True,2022-06-17 18:59:37.033000,Practice 1
142,0 days 00:21:03.468000,24,0 days 00:01:19.916000,4,1,,,0 days 00:00:22.378000,0 days 00:00:25.905000,0 days 00:00:31.633000,0 days 00:20:05.930000,0 days 00:20:31.835000,0 days 00:21:03.468000,248.0,271.0,280.0,311.0,False,MEDIUM,4.0,True,0 days 00:19:43.552000,Alfa Romeo,ZHO,1,True,2022-06-17 18:04:45.163000,Practice 1
146,0 days 00:27:12.288000,24,0 days 00:01:18.740000,8,1,,,0 days 00:00:22.270000,0 days 00:00:25.246000,0 days 00:00:31.224000,0 days 00:26:15.818000,0 days 00:26:41.064000,0 days 00:27:12.288000,249.0,270.0,281.0,312.0,False,MEDIUM,8.0,True,0 days 00:25:53.548000,Alfa Romeo,ZHO,1,True,2022-06-17 18:10:55.159000,Practice 1
147,0 days 00:28:30.741000,24,0 days 00:01:18.453000,9,1,,,0 days 00:00:21.915000,0 days 00:00:25.321000,0 days 00:00:31.217000,0 days 00:27:34.203000,0 days 00:27:59.524000,0 days 00:28:30.741000,245.0,270.0,280.0,308.0,False,MEDIUM,9.0,True,0 days 00:27:12.288000,Alfa Romeo,ZHO,1,True,2022-06-17 18:12:13.899000,Practice 1
149,0 days 00:31:22.144000,24,0 days 00:01:18.204000,11,1,,,0 days 00:00:21.900000,0 days 00:00:25.105000,0 days 00:00:31.199000,0 days 00:30:25.840000,0 days 00:30:50.945000,0 days 00:31:22.144000,249.0,271.0,281.0,311.0,False,MEDIUM,11.0,True,0 days 00:30:03.940000,Alfa Romeo,ZHO,1,True,2022-06-17 18:15:05.551000,Practice 1
153,0 days 00:46:52.459000,24,0 days 00:01:18.209000,15,3,,,0 days 00:00:22.071000,0 days 00:00:25.042000,0 days 00:00:31.096000,0 days 00:45:56.321000,0 days 00:46:21.363000,0 days 00:46:52.459000,249.0,272.0,273.0,313.0,False,MEDIUM,16.0,False,0 days 00:45:34.250000,Alfa Romeo,ZHO,1,True,2022-06-17 18:30:35.861000,Practice 1
156,0 days 00:51:28.417000,24,0 days 00:01:17.538000,18,3,,,0 days 00:00:21.581000,0 days 00:00:24.869000,0 days 00:00:31.088000,0 days 00:50:32.460000,0 days 00:50:57.329000,0 days 00:51:28.417000,250.0,273.0,280.0,315.0,False,MEDIUM,19.0,False,0 days 00:50:10.879000,Alfa Romeo,ZHO,1,True,2022-06-17 18:35:12.490000,Practice 1
158,0 days 00:54:21.341000,24,0 days 00:01:17.152000,20,3,,,0 days 00:00:21.493000,0 days 00:00:24.812000,0 days 00:00:30.847000,0 days 00:53:25.682000,0 days 00:53:50.494000,0 days 00:54:21.341000,250.0,273.0,283.0,312.0,True,MEDIUM,21.0,False,0 days 00:53:04.189000,Alfa Romeo,ZHO,1,True,2022-06-17 18:38:05.800000,Practice 1
164,0 days 01:12:33.278000,24,0 days 00:01:20.364000,26,4,,,0 days 00:00:22.307000,0 days 00:00:26.027000,0 days 00:00:32.030000,0 days 01:11:35.221000,0 days 01:12:01.248000,0 days 01:12:33.278000,241.0,266.0,269.0,293.0,False,MEDIUM,19.0,False,0 days 01:11:12.914000,Alfa Romeo,ZHO,1,True,2022-06-17 18:56:14.525000,Practice 1
171,0 days 00:22:46.493000,23,0 days 00:01:18.610000,3,1,,,0 days 00:00:22.157000,0 days 00:00:25.369000,0 days 00:00:31.084000,0 days 00:21:50.040000,0 days 00:22:15.409000,0 days 00:22:46.493000,252.0,279.0,285.0,317.0,False,MEDIUM,3.0,True,0 days 00:21:27.883000,Williams,ALB,1,True,2022-06-17 18:06:29.494000,Practice 1
172,0 days 00:24:06.051000,23,0 days 00:01:19.558000,4,1,,,0 days 00:00:21.992000,0 days 00:00:25.284000,0 days 00:00:32.282000,0 days 00:23:08.485000,0 days 00:23:33.769000,0 days 00:24:06.051000,253.0,281.0,284.0,327.0,False,MEDIUM,4.0,True,0 days 00:22:46.493000,Williams,ALB,1,True,2022-06-17 18:07:48.104000,Practice 1
