,Lap,Tyre,LapTimeSeconds,DeltaDeg,FuelDeg,AdjustedTime,FinalLapTime,TimeStr
0,1,SOFT,107.86908823529411,0.44154838235294286,0.08477508650519032,108.31063661764706,108.22586153114187,01:48.225
1,2,SOFT,107.86908823529411,0.5011574139705901,0.16955017301038064,108.3702456492647,108.20069547625432,01:48.200
2,3,SOFT,107.86908823529411,0.5688136648566198,0.25432525951557095,108.43790190015073,108.18357664063517,01:48.183
3,4,SOFT,107.86908823529411,0.6456035096122634,0.3391003460207613,108.51469174490637,108.17559139888562,01:48.175
4,5,SOFT,107.86908823529411,0.732759983409919,0.4238754325259516,108.60184821870403,108.17797278617809,01:48.177
5,6,SOFT,107.86908823529411,0.8316825811702581,0.5086505190311419,108.70077081646437,108.19212029743323,01:48.192
6,7,SOFT,107.86908823529411,0.9439597296282429,0.5934256055363323,108.81304796492236,108.21962235938602,01:48.219
7,8,SOFT,107.86908823529411,1.0713942931280558,0.6782006920415226,108.94048252842217,108.26228183638064,01:48.262
8,9,SOFT,107.86908823529411,1.2160325227003432,0.7629757785467128,109.08512075799446,108.32214497944774,01:48.322
9,10,SOFT,107.86908823529411,1.3801969132648895,0.8477508650519032,109.24928514855901,108.4015342835071,01:48.401
10,11,SOFT,107.86908823529411,1.5665234965556496,0.9325259515570935,109.43561173184976,108.50308578029266,01:48.503
11,12,SOFT,107.86908823529411,1.7780041685906622,1.0173010380622838,109.64709240388477,108.62979136582248,01:48.629
12,13,SOFT,107.86908823529411,2.0180347313504017,1.1020761245674742,109.88712296664451,108.78504684207704,01:48.785
13,14,SOFT,107.86908823529411,2.290469420082706,1.1868512110726646,110.15955765537682,108.97270644430415,01:48.972
14,15,SOFT,107.86908823529411,2.599682791793871,1.2716262975778547,110.46877102708798,109.19714472951013,01:49.197
15,16,SOFT,107.86908823529411,2.9506399686860436,1.3564013840830451,110.81972820398016,109.46332681989712,01:49.463
16,17,SOFT,107.86908823529411,3.3489763644586596,1.4411764705882355,111.21806459975278,109.77688812916455,01:49.776
