,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,Session
33,0 days 01:09:32.394000,55,0 days 00:01:32.114000,20,4,,,0 days 00:00:30.663000,0 days 00:00:35.572000,0 days 00:00:25.879000,0 days 01:08:30.943000,0 days 01:09:06.515000,0 days 01:09:32.394000,214.0,185.0,280.0,324.0,False,MEDIUM,19.0,False,0 days 01:08:00.280000,Ferrari,SAI,1,True,2022-05-06 19:23:00.455000,Practice 1
36,0 days 01:15:35.682000,55,0 days 00:01:31.528000,23,4,,,0 days 00:00:30.341000,0 days 00:00:35.539000,0 days 00:00:25.648000,0 days 01:14:34.495000,0 days 01:15:10.034000,0 days 01:15:35.682000,216.0,187.0,277.0,325.0,True,MEDIUM,22.0,False,0 days 01:14:04.154000,Ferrari,SAI,1,True,2022-05-06 19:29:04.329000,Practice 1
46,0 days 00:43:26.013000,47,0 days 00:01:36.513000,8,3,,,0 days 00:00:32.600000,0 days 00:00:37.272000,0 days 00:00:26.641000,0 days 00:42:22.100000,0 days 00:42:59.372000,0 days 00:43:26.013000,208.0,183.0,275.0,309.0,False,MEDIUM,9.0,False,0 days 00:41:49.500000,Haas F1 Team,MSC,1,True,2022-05-06 18:56:49.675000,Practice 1
47,0 days 00:45:03.369000,47,0 days 00:01:37.356000,9,3,,,0 days 00:00:32.577000,0 days 00:00:37.665000,0 days 00:00:27.114000,0 days 00:43:58.590000,0 days 00:44:36.255000,0 days 00:45:03.369000,,179.0,275.0,309.0,False,MEDIUM,10.0,False,0 days 00:43:26.013000,Haas F1 Team,MSC,1,True,2022-05-06 18:58:26.188000,Practice 1
49,0 days 00:48:40.315000,47,0 days 00:01:35.526000,11,3,,,0 days 00:00:31.706000,0 days 00:00:36.763000,0 days 00:00:27.057000,0 days 00:47:36.495000,0 days 00:48:13.258000,0 days 00:48:40.315000,210.0,183.0,270.0,297.0,False,MEDIUM,12.0,False,0 days 00:47:04.789000,Haas F1 Team,MSC,1,True,2022-05-06 19:02:04.964000,Practice 1
52,0 days 01:08:11.087000,47,0 days 00:01:34.945000,14,4,,,0 days 00:00:31.483000,0 days 00:00:36.745000,0 days 00:00:26.717000,0 days 01:07:07.625000,0 days 01:07:44.370000,0 days 01:08:11.087000,214.0,184.0,274.0,293.0,True,SOFT,3.0,True,0 days 01:06:36.142000,Haas F1 Team,MSC,1,True,2022-05-06 19:21:36.317000,Practice 1
54,0 days 01:11:47.865000,47,0 days 00:01:34.979000,16,4,,,0 days 00:00:31.770000,0 days 00:00:36.692000,0 days 00:00:26.517000,0 days 01:10:44.656000,0 days 01:11:21.348000,0 days 01:11:47.865000,213.0,181.0,274.0,297.0,False,SOFT,5.0,True,0 days 01:10:12.886000,Haas F1 Team,MSC,1,True,2022-05-06 19:25:13.061000,Practice 1
56,0 days 01:15:23.245000,47,0 days 00:01:35.443000,18,4,,,0 days 00:00:31.762000,0 days 00:00:36.634000,0 days 00:00:27.047000,0 days 01:14:19.564000,0 days 01:14:56.198000,0 days 01:15:23.245000,213.0,183.0,271.0,296.0,False,SOFT,7.0,True,0 days 01:13:47.802000,Haas F1 Team,MSC,1,True,2022-05-06 19:28:47.977000,Practice 1
61,0 days 00:21:36.946000,44,0 days 00:01:36.777000,3,1,,,0 days 00:00:33.323000,0 days 00:00:36.922000,0 days 00:00:26.532000,0 days 00:20:33.492000,0 days 00:21:10.414000,0 days 00:21:36.946000,210.0,185.0,273.0,295.0,False,SOFT,3.0,True,0 days 00:20:00.169000,Mercedes,HAM,2,True,2022-05-06 18:35:00.344000,Practice 1
62,0 days 00:23:13.111000,44,0 days 00:01:36.165000,4,1,,,0 days 00:00:32.327000,0 days 00:00:37.318000,0 days 00:00:26.520000,0 days 00:22:09.273000,0 days 00:22:46.591000,0 days 00:23:13.111000,212.0,186.0,276.0,295.0,False,SOFT,4.0,True,0 days 00:21:36.946000,Mercedes,HAM,2,True,2022-05-06 18:36:37.121000,Practice 1
63,0 days 00:24:49.076000,44,0 days 00:01:35.965000,5,1,,,0 days 00:00:32.593000,0 days 00:00:36.804000,0 days 00:00:26.568000,0 days 00:23:45.704000,0 days 00:24:22.508000,0 days 00:24:49.076000,,183.0,274.0,292.0,False,SOFT,5.0,True,0 days 00:23:13.111000,Mercedes,HAM,1,True,2022-05-06 18:38:13.286000,Practice 1
65,0 days 00:29:04.090000,44,0 days 00:01:34.615000,7,1,,,0 days 00:00:32.048000,0 days 00:00:36.530000,0 days 00:00:26.037000,0 days 00:28:01.523000,0 days 00:28:38.053000,0 days 00:29:04.090000,213.0,184.0,273.0,325.0,False,SOFT,7.0,True,0 days 00:27:29.475000,Mercedes,HAM,1,True,2022-05-06 18:42:29.650000,Practice 1
67,0 days 00:33:09.344000,44,0 days 00:01:33.556000,9,1,,,0 days 00:00:31.462000,0 days 00:00:36.119000,0 days 00:00:25.975000,0 days 00:32:07.250000,0 days 00:32:43.369000,0 days 00:33:09.344000,214.0,185.0,277.0,323.0,False,SOFT,9.0,True,0 days 00:31:35.788000,Mercedes,HAM,1,True,2022-05-06 18:46:35.963000,Practice 1
71,0 days 00:49:30.016000,44,0 days 00:01:32.464000,13,2,,,0 days 00:00:31.050000,0 days 00:00:35.682000,0 days 00:00:25.732000,0 days 00:48:28.602000,0 days 00:49:04.284000,0 days 00:49:30.016000,219.0,187.0,276.0,327.0,False,SOFT,4.0,True,0 days 00:47:57.552000,Mercedes,HAM,1,True,2022-05-06 19:02:57.727000,Practice 1
74,0 days 01:05:56.051000,44,0 days 00:01:32.175000,16,3,,,0 days 00:00:30.999000,0 days 00:00:35.503000,0 days 00:00:25.673000,0 days 01:04:54.875000,0 days 01:05:30.378000,0 days 01:05:56.051000,219.0,187.0,278.0,324.0,False,SOFT,7.0,False,0 days 01:04:23.876000,Mercedes,HAM,1,True,2022-05-06 19:19:24.051000,Practice 1
78,0 days 01:14:24.649000,44,0 days 00:01:31.956000,20,4,,,0 days 00:00:30.528000,0 days 00:00:35.573000,0 days 00:00:25.855000,0 days 01:13:23.221000,0 days 01:13:58.794000,0 days 01:14:24.649000,,185.0,278.0,325.0,True,SOFT,11.0,False,0 days 01:12:52.693000,Mercedes,HAM,1,True,2022-05-06 19:27:52.868000,Practice 1
85,0 days 00:22:33.090000,31,0 days 00:01:36.390000,4,1,,,0 days 00:00:32.533000,0 days 00:00:37.049000,0 days 00:00:26.808000,0 days 00:21:29.233000,0 days 00:22:06.282000,0 days 00:22:33.090000,209.0,179.0,275.0,308.0,False,MEDIUM,4.0,True,0 days 00:20:56.700000,Alpine,OCO,2,True,2022-05-06 18:35:56.875000,Practice 1
87,0 days 00:25:58.305000,31,0 days 00:01:35.562000,6,1,,,0 days 00:00:32.292000,0 days 00:00:36.391000,0 days 00:00:26.879000,0 days 00:24:55.035000,0 days 00:25:31.426000,0 days 00:25:58.305000,211.0,182.0,276.0,285.0,False,MEDIUM,6.0,True,0 days 00:24:22.743000,Alpine,OCO,1,True,2022-05-06 18:39:22.918000,Practice 1
89,0 days 00:29:38.154000,31,0 days 00:01:34.819000,8,1,,,0 days 00:00:32.013000,0 days 00:00:36.419000,0 days 00:00:26.387000,0 days 00:28:35.348000,0 days 00:29:11.767000,0 days 00:29:38.154000,205.0,177.0,278.0,328.0,False,MEDIUM,8.0,True,0 days 00:28:03.335000,Alpine,OCO,1,True,2022-05-06 18:43:03.510000,Practice 1
91,0 days 00:33:31.319000,31,0 days 00:01:35.560000,10,1,,,0 days 00:00:32.184000,0 days 00:00:36.835000,0 days 00:00:26.541000,0 days 00:32:27.943000,0 days 00:33:04.778000,0 days 00:33:31.319000,210.0,179.0,277.0,322.0,False,MEDIUM,10.0,True,0 days 00:31:55.759000,Alpine,OCO,1,True,2022-05-06 18:46:55.934000,Practice 1
94,0 days 00:39:53.174000,31,0 days 00:01:34.161000,13,2,,,0 days 00:00:31.723000,0 days 00:00:36.139000,0 days 00:00:26.299000,0 days 00:38:50.736000,0 days 00:39:26.875000,0 days 00:39:53.174000,211.0,184.0,276.0,323.0,False,SOFT,3.0,True,0 days 00:38:19.013000,Alpine,OCO,1,True,2022-05-06 18:53:19.188000,Practice 1
96,0 days 00:43:40.575000,31,0 days 00:01:34.320000,15,2,,,0 days 00:00:31.489000,0 days 00:00:36.576000,0 days 00:00:26.255000,0 days 00:42:37.744000,0 days 00:43:14.320000,0 days 00:43:40.575000,211.0,180.0,276.0,325.0,False,SOFT,5.0,True,0 days 00:42:06.255000,Alpine,OCO,1,True,2022-05-06 18:57:06.430000,Practice 1
98,0 days 00:47:31.086000,31,0 days 00:01:33.417000,17,2,,,0 days 00:00:31.425000,0 days 00:00:35.883000,0 days 00:00:26.109000,0 days 00:46:29.094000,0 days 00:47:04.977000,0 days 00:47:31.086000,210.0,184.0,278.0,322.0,True,SOFT,7.0,True,0 days 00:45:57.669000,Alpine,OCO,1,True,2022-05-06 19:00:57.844000,Practice 1
101,0 days 01:07:18.268000,31,0 days 00:01:36.492000,20,3,,,0 days 00:00:32.712000,0 days 00:00:36.819000,0 days 00:00:26.961000,0 days 01:06:14.488000,0 days 01:06:51.307000,0 days 01:07:18.268000,203.0,181.0,268.0,293.0,False,SOFT,10.0,False,0 days 01:05:41.776000,Alpine,OCO,1,True,2022-05-06 19:20:41.951000,Practice 1
102,0 days 01:08:55.178000,31,0 days 00:01:36.910000,21,3,,,0 days 00:00:32.798000,0 days 00:00:37.183000,0 days 00:00:26.929000,0 days 01:07:51.066000,0 days 01:08:28.249000,0 days 01:08:55.178000,205.0,179.0,268.0,291.0,False,SOFT,11.0,False,0 days 01:07:18.268000,Alpine,OCO,1,True,2022-05-06 19:22:18.443000,Practice 1
103,0 days 01:10:31.745000,31,0 days 00:01:36.567000,22,3,,,0 days 00:00:32.546000,0 days 00:00:37.063000,0 days 00:00:26.958000,0 days 01:09:27.724000,0 days 01:10:04.787000,0 days 01:10:31.745000,208.0,179.0,268.0,291.0,False,SOFT,12.0,False,0 days 01:08:55.178000,Alpine,OCO,1,True,2022-05-06 19:23:55.353000,Practice 1
104,0 days 01:12:08.331000,31,0 days 00:01:36.586000,23,3,,,0 days 00:00:32.528000,0 days 00:00:37.006000,0 days 00:00:27.052000,0 days 01:11:04.273000,0 days 01:11:41.279000,0 days 01:12:08.331000,207.0,180.0,269.0,295.0,False,SOFT,13.0,False,0 days 01:10:31.745000,Alpine,OCO,1,True,2022-05-06 19:25:31.920000,Practice 1
106,0 days 01:15:26.412000,31,0 days 00:01:36.566000,25,3,,,0 days 00:00:32.660000,0 days 00:00:37.031000,0 days 00:00:26.875000,0 days 01:14:22.506000,0 days 01:14:59.537000,0 days 01:15:26.412000,206.0,180.0,269.0,293.0,False,SOFT,15.0,False,0 days 01:13:49.846000,Alpine,OCO,1,True,2022-05-06 19:28:50.021000,Practice 1
114,0 days 00:26:35.133000,24,0 days 00:01:36.483000,6,1,,,0 days 00:00:32.787000,0 days 00:00:36.760000,0 days 00:00:26.936000,0 days 00:25:31.437000,0 days 00:26:08.197000,0 days 00:26:35.133000,,182.0,276.0,303.0,False,MEDIUM,6.0,True,0 days 00:24:58.650000,Alfa Romeo,ZHO,1,True,2022-05-06 18:39:58.825000,Practice 1
116,0 days 00:30:10.995000,24,0 days 00:01:35.540000,8,1,,,0 days 00:00:32.283000,0 days 00:00:36.551000,0 days 00:00:26.706000,0 days 00:29:07.738000,0 days 00:29:44.289000,0 days 00:30:10.995000,212.0,184.0,276.0,304.0,False,MEDIUM,8.0,True,0 days 00:28:35.455000,Alfa Romeo,ZHO,1,True,2022-05-06 18:43:35.630000,Practice 1
117,0 days 00:31:46.789000,24,0 days 00:01:35.794000,9,1,,,0 days 00:00:32.407000,0 days 00:00:36.538000,0 days 00:00:26.849000,0 days 00:30:43.402000,0 days 00:31:19.940000,0 days 00:31:46.789000,,182.0,276.0,300.0,False,MEDIUM,9.0,True,0 days 00:30:10.995000,Alfa Romeo,ZHO,1,True,2022-05-06 18:45:11.170000,Practice 1
122,0 days 01:03:06.809000,24,0 days 00:01:34.061000,14,3,,,0 days 00:00:31.495000,0 days 00:00:35.818000,0 days 00:00:26.748000,0 days 01:02:04.243000,0 days 01:02:40.061000,0 days 01:03:06.809000,214.0,186.0,269.0,308.0,False,SOFT,4.0,False,0 days 01:01:32.748000,Alfa Romeo,ZHO,1,True,2022-05-06 19:16:32.923000,Practice 1
124,0 days 01:06:51.843000,24,0 days 00:01:33.395000,16,3,,,0 days 00:00:31.368000,0 days 00:00:35.593000,0 days 00:00:26.434000,0 days 01:05:49.816000,0 days 01:06:25.409000,0 days 01:06:51.843000,213.0,186.0,267.0,321.0,False,SOFT,6.0,False,0 days 01:05:18.448000,Alfa Romeo,ZHO,1,True,2022-05-06 19:20:18.623000,Practice 1
128,0 days 01:14:12.867000,24,0 days 00:01:33.020000,20,3,,,0 days 00:00:31.057000,0 days 00:00:35.723000,0 days 00:00:26.240000,0 days 01:13:10.904000,0 days 01:13:46.627000,0 days 01:14:12.867000,217.0,189.0,279.0,292.0,True,SOFT,10.0,False,0 days 01:12:39.847000,Alfa Romeo,ZHO,1,True,2022-05-06 19:27:40.022000,Practice 1
134,0 days 00:21:31.492000,23,0 days 00:01:36.963000,3,1,,,0 days 00:00:33.097000,0 days 00:00:37.514000,0 days 00:00:26.352000,0 days 00:20:27.626000,0 days 00:21:05.140000,0 days 00:21:31.492000,210.0,180.0,277.0,322.0,False,MEDIUM,3.0,True,0 days 00:19:54.529000,Williams,ALB,2,True,2022-05-06 18:34:54.704000,Practice 1
136,0 days 00:25:25.499000,23,0 days 00:01:36.080000,5,1,,,0 days 00:00:32.535000,0 days 00:00:36.935000,0 days 00:00:26.610000,0 days 00:24:21.954000,0 days 00:24:58.889000,0 days 00:25:25.499000,213.0,178.0,278.0,325.0,False,MEDIUM,5.0,True,0 days 00:23:49.419000,Williams,ALB,1,True,2022-05-06 18:38:49.594000,Practice 1
138,0 days 00:29:08.500000,23,0 days 00:01:34.495000,7,1,,,0 days 00:00:32.323000,0 days 00:00:36.117000,0 days 00:00:26.055000,0 days 00:28:06.328000,0 days 00:28:42.445000,0 days 00:29:08.500000,210.0,185.0,279.0,330.0,False,MEDIUM,7.0,True,0 days 00:27:34.005000,Williams,ALB,1,True,2022-05-06 18:42:34.180000,Practice 1
145,0 days 01:04:37.237000,23,0 days 00:01:31.854000,14,4,,,0 days 00:00:31.067000,0 days 00:00:35.181000,0 days 00:00:25.606000,0 days 01:03:36.450000,0 days 01:04:11.631000,0 days 01:04:37.237000,217.0,188.0,281.0,331.0,True,SOFT,6.0,False,0 days 01:03:05.383000,Williams,ALB,1,True,2022-05-06 19:18:05.558000,Practice 1
148,0 days 01:14:06.667000,23,0 days 00:01:36.256000,17,5,,,0 days 00:00:32.645000,0 days 00:00:36.794000,0 days 00:00:26.817000,0 days 01:13:03.056000,0 days 01:13:39.850000,0 days 01:14:06.667000,212.0,182.0,276.0,294.0,False,MEDIUM,11.0,False,0 days 01:12:30.411000,Williams,ALB,1,True,2022-05-06 19:27:30.586000,Practice 1
149,0 days 01:15:42.246000,23,0 days 00:01:35.579000,18,5,,,0 days 00:00:32.475000,0 days 00:00:36.541000,0 days 00:00:26.563000,0 days 01:14:39.142000,0 days 01:15:15.683000,0 days 01:15:42.246000,211.0,182.0,275.0,301.0,False,MEDIUM,12.0,False,0 days 01:14:06.667000,Williams,ALB,1,True,2022-05-06 19:29:06.842000,Practice 1
154,0 days 00:21:04.587000,22,0 days 00:01:35.363000,3,1,,,0 days 00:00:32.667000,0 days 00:00:36.558000,0 days 00:00:26.138000,0 days 00:20:01.891000,0 days 00:20:38.449000,0 days 00:21:04.587000,209.0,183.0,277.0,330.0,False,MEDIUM,3.0,True,0 days 00:19:29.224000,AlphaTauri,TSU,1,True,2022-05-06 18:34:29.399000,Practice 1
156,0 days 00:25:01.044000,22,0 days 00:01:37.452000,5,1,,,0 days 00:00:32.472000,0 days 00:00:36.154000,0 days 00:00:28.826000,0 days 00:23:56.064000,0 days 00:24:32.218000,0 days 00:25:01.044000,209.0,182.0,252.0,324.0,False,MEDIUM,5.0,True,0 days 00:23:23.592000,AlphaTauri,TSU,1,True,2022-05-06 18:38:23.767000,Practice 1
158,0 days 00:28:36.186000,22,0 days 00:01:34.673000,7,1,,,0 days 00:00:32.285000,0 days 00:00:36.249000,0 days 00:00:26.139000,0 days 00:27:33.798000,0 days 00:28:10.047000,0 days 00:28:36.186000,208.0,183.0,279.0,329.0,False,MEDIUM,7.0,True,0 days 00:27:01.513000,AlphaTauri,TSU,1,True,2022-05-06 18:42:01.688000,Practice 1
162,0 days 00:44:02.377000,22,0 days 00:01:36.683000,11,2,,,0 days 00:00:31.867000,0 days 00:00:37.292000,0 days 00:00:27.524000,0 days 00:42:57.561000,0 days 00:43:34.853000,0 days 00:44:02.377000,211.0,169.0,268.0,327.0,False,SOFT,3.0,True,0 days 00:42:25.694000,AlphaTauri,TSU,1,True,2022-05-06 18:57:25.869000,Practice 1
165,0 days 00:49:27.861000,22,0 days 00:01:34.043000,14,2,,,0 days 00:00:31.596000,0 days 00:00:35.995000,0 days 00:00:26.452000,0 days 00:48:25.414000,0 days 00:49:01.409000,0 days 00:49:27.861000,213.0,184.0,279.0,326.0,True,SOFT,6.0,True,0 days 00:47:53.818000,AlphaTauri,TSU,1,True,2022-05-06 19:02:53.993000,Practice 1
174,0 days 01:12:42.381000,22,0 days 00:01:37.217000,23,3,,,0 days 00:00:33.203000,0 days 00:00:37.280000,0 days 00:00:26.734000,0 days 01:11:38.367000,0 days 01:12:15.647000,0 days 01:12:42.381000,210.0,180.0,274.0,303.0,False,MEDIUM,18.0,False,0 days 01:11:05.164000,AlphaTauri,TSU,1,True,2022-05-06 19:26:05.339000,Practice 1
175,0 days 01:14:19.803000,22,0 days 00:01:37.422000,24,3,,,0 days 00:00:33.341000,0 days 00:00:37.057000,0 days 00:00:27.024000,0 days 01:13:15.722000,0 days 01:13:52.779000,0 days 01:14:19.803000,209.0,180.0,276.0,273.0,False,MEDIUM,19.0,False,0 days 01:12:42.381000,AlphaTauri,TSU,1,True,2022-05-06 19:27:42.556000,Practice 1
183,0 days 00:36:58.862000,20,0 days 00:01:36.546000,5,3,,,0 days 00:00:33.029000,0 days 00:00:36.953000,0 days 00:00:26.564000,0 days 00:35:55.345000,0 days 00:36:32.298000,0 days 00:36:58.862000,210.0,183.0,274.0,313.0,False,HARD,6.0,False,0 days 00:35:22.316000,Haas F1 Team,MAG,1,True,2022-05-06 18:50:22.491000,Practice 1
184,0 days 00:38:34.781000,20,0 days 00:01:35.919000,6,3,,,0 days 00:00:32.539000,0 days 00:00:36.870000,0 days 00:00:26.510000,0 days 00:37:31.401000,0 days 00:38:08.271000,0 days 00:38:34.781000,,182.0,274.0,310.0,False,HARD,7.0,False,0 days 00:36:58.862000,Haas F1 Team,MAG,1,True,2022-05-06 18:51:59.037000,Practice 1
186,0 days 00:41:52.163000,20,0 days 00:01:35.245000,8,3,,,0 days 00:00:31.925000,0 days 00:00:36.842000,0 days 00:00:26.478000,0 days 00:40:48.843000,0 days 00:41:25.685000,0 days 00:41:52.163000,211.0,182.0,275.0,312.0,False,HARD,9.0,False,0 days 00:40:16.918000,Haas F1 Team,MAG,1,True,2022-05-06 18:55:17.093000,Practice 1
187,0 days 00:43:27.536000,20,0 days 00:01:35.373000,9,3,,,0 days 00:00:32.029000,0 days 00:00:36.726000,0 days 00:00:26.618000,0 days 00:42:24.192000,0 days 00:43:00.918000,0 days 00:43:27.536000,207.0,182.0,275.0,313.0,False,HARD,10.0,False,0 days 00:41:52.163000,Haas F1 Team,MAG,1,True,2022-05-06 18:56:52.338000,Practice 1
190,0 days 00:48:27.706000,20,0 days 00:01:34.508000,12,3,,,0 days 00:00:31.505000,0 days 00:00:36.352000,0 days 00:00:26.651000,0 days 00:47:24.703000,0 days 00:48:01.055000,0 days 00:48:27.706000,212.0,183.0,273.0,307.0,False,HARD,13.0,False,0 days 00:46:53.198000,Haas F1 Team,MAG,1,True,2022-05-06 19:01:53.373000,Practice 1
194,0 days 01:12:00.051000,20,0 days 00:01:32.694000,16,4,,,0 days 00:00:30.741000,0 days 00:00:36.070000,0 days 00:00:25.883000,0 days 01:10:58.098000,0 days 01:11:34.168000,0 days 01:12:00.051000,216.0,184.0,279.0,321.0,False,SOFT,4.0,True,0 days 01:10:27.357000,Haas F1 Team,MAG,1,True,2022-05-06 19:25:27.532000,Practice 1
196,0 days 01:15:28.982000,20,0 days 00:01:32.559000,18,4,,,0 days 00:00:31.065000,0 days 00:00:35.806000,0 days 00:00:25.688000,0 days 01:14:27.488000,0 days 01:15:03.294000,0 days 01:15:28.982000,215.0,185.0,281.0,323.0,True,SOFT,6.0,True,0 days 01:13:56.423000,Haas F1 Team,MAG,1,True,2022-05-06 19:28:56.598000,Practice 1
203,0 days 00:25:06.784000,18,0 days 00:01:35.306000,5,1,,,0 days 00:00:32.554000,0 days 00:00:36.456000,0 days 00:00:26.296000,0 days 00:24:04.032000,0 days 00:24:40.488000,0 days 00:25:06.784000,211.0,182.0,279.0,326.0,False,SOFT,5.0,True,0 days 00:23:31.478000,Aston Martin,STR,1,True,2022-05-06 18:38:31.653000,Practice 1
206,0 days 00:31:17.027000,18,0 days 00:01:34.638000,8,1,,,0 days 00:00:32.235000,0 days 00:00:36.434000,0 days 00:00:25.969000,0 days 00:30:14.624000,0 days 00:30:51.058000,0 days 00:31:17.027000,208.0,181.0,281.0,325.0,False,SOFT,8.0,True,0 days 00:29:42.389000,Aston Martin,STR,1,True,2022-05-06 18:44:42.564000,Practice 1
215,0 days 01:07:50.333000,18,0 days 00:01:33.576000,17,3,,,0 days 00:00:31.526000,0 days 00:00:35.860000,0 days 00:00:26.190000,0 days 01:06:48.283000,0 days 01:07:24.143000,0 days 01:07:50.333000,214.0,185.0,280.0,328.0,True,SOFT,7.0,False,0 days 01:06:16.757000,Aston Martin,STR,1,True,2022-05-06 19:21:16.932000,Practice 1
223,0 days 00:19:38.193000,16,0 days 00:01:36.920000,2,1,,,0 days 00:00:32.852000,0 days 00:00:37.167000,0 days 00:00:26.901000,0 days 00:18:34.125000,0 days 00:19:11.292000,0 days 00:19:38.193000,213.0,181.0,270.0,301.0,False,MEDIUM,2.0,True,0 days 00:18:01.273000,Ferrari,LEC,1,True,2022-05-06 18:33:01.448000,Practice 1
224,0 days 00:21:13.039000,16,0 days 00:01:34.846000,3,1,,,0 days 00:00:31.897000,0 days 00:00:36.314000,0 days 00:00:26.635000,0 days 00:20:10.090000,0 days 00:20:46.404000,0 days 00:21:13.039000,,184.0,273.0,292.0,False,MEDIUM,3.0,True,0 days 00:19:38.193000,Ferrari,LEC,1,True,2022-05-06 18:34:38.368000,Practice 1
226,0 days 00:25:16.817000,16,0 days 00:01:33.440000,5,1,,,0 days 00:00:31.483000,0 days 00:00:35.647000,0 days 00:00:26.310000,0 days 00:24:14.860000,0 days 00:24:50.507000,0 days 00:25:16.817000,213.0,181.0,274.0,317.0,False,MEDIUM,5.0,True,0 days 00:23:43.377000,Ferrari,LEC,1,True,2022-05-06 18:38:43.552000,Practice 1
