,Lap,Tyre,LapTimeSeconds,DeltaDeg,FuelDeg,AdjustedTime,FinalLapTime,TimeStr
0,1,SOFT,94.94812475633528,0.28375,0.06786703601108034,95.23187475633527,95.1640077203242,01:35.164
1,2,SOFT,94.94812475633528,0.32205625,0.13573407202216067,95.27018100633528,95.13444693431312,01:35.134
2,3,SOFT,94.94812475633528,0.36553384375,0.203601108033241,95.31365860008528,95.11005749205204,01:35.110
3,4,SOFT,94.94812475633528,0.41488091265625,0.27146814404432135,95.36300566899152,95.0915375249472,01:35.091
4,5,SOFT,94.94812475633528,0.47088983586484373,0.3393351800554017,95.41901459220011,95.07967941214471,01:35.079
5,6,SOFT,94.94812475633528,0.5344599637065977,0.407202216066482,95.48258472004187,95.07538250397539,01:35.075
6,7,SOFT,94.94812475633528,0.6066120588069883,0.47506925207756234,95.55473681514226,95.0796675630647,01:35.079
7,8,SOFT,94.94812475633528,0.6885046867459318,0.5429362880886427,95.6366294430812,95.09369315499256,01:35.093
8,9,SOFT,94.94812475633528,0.7814528194566326,0.610803324099723,95.72957757579191,95.11877425169219,01:35.118
9,10,SOFT,94.94812475633528,0.886948950083278,0.6786703601108034,95.83507370641856,95.15640334630775,01:35.156
10,11,SOFT,94.94812475633528,1.0066870583445207,0.7465373961218837,95.9548118146798,95.20827441855792,01:35.208
11,12,SOFT,94.94812475633528,1.1425898112210309,0.814404432132964,96.0907145675563,95.27631013542334,01:35.276
12,13,SOFT,94.94812475633528,1.2968394357358701,0.8822714681440443,96.24496419207115,95.36269272392711,01:35.362
13,14,SOFT,94.94812475633528,1.4719127595602126,0.9501385041551247,96.42003751589549,95.46989901174037,01:35.469
14,15,SOFT,94.94812475633528,1.6706209821008413,1.0180055401662051,96.61874573843612,95.60074019826992,01:35.600
15,16,SOFT,94.94812475633528,1.896154814684455,1.0858725761772854,96.84427957101973,95.75840699484245,01:35.758
16,17,SOFT,94.94812475633528,2.1521357146668563,1.1537396121883656,97.10026047100213,95.94652085881377,01:35.946
17,18,SOFT,94.94812475633528,2.4426740361468817,1.221606648199446,97.39079879248216,96.16919214428272,01:36.169
18,19,SOFT,94.94812475633528,2.7724350310267107,1.2894736842105263,97.72055978736199,96.43108610315147,01:36.431
19,20,SOFT,94.94812475633528,3.1467137602153166,1.3573407202216068,98.0948385165506,96.737497796329,01:36.737
20,21,SOFT,94.94812475633528,3.5715201178443845,1.425207756232687,98.51964487417966,97.09443711794698,01:37.094
21,22,SOFT,94.94812475633528,4.053675333753376,1.4930747922437675,99.00180009008865,97.50872529784488,01:37.508
22,23,SOFT,94.94812475633528,4.600921503810082,1.5609418282548477,99.54904626014536,97.9881044318905,01:37.988
23,24,SOFT,94.94812475633528,5.222045906824444,1.628808864265928,100.17017066315972,98.54136179889379,01:38.541
24,25,SOFT,94.94812475633528,5.927022104245744,1.6966759002770084,100.87514686058103,99.17847096030401,01:39.178
25,26,SOFT,94.94812475633528,6.727170088318919,1.7645429362880887,101.67529484465419,99.9107519083661,01:39.910
26,27,SOFT,94.94812475633528,7.635338050241973,1.8324099722991691,102.58346280657724,100.75105283427807,01:40.751
27,28,SOFT,94.94812475633528,8.66610868702464,1.9002770083102494,103.61423344335992,101.71395643504967,01:41.713
28,29,SOFT,94.94812475633528,9.836033359772966,1.9681440443213298,104.78415811610824,102.81601407178691,01:42.816
29,30,SOFT,94.94812475633528,11.163897863342315,2.0360110803324103,106.11202261967759,104.07601153934517,01:44.076
30,31,SOFT,94.94812475633528,12.671024074893529,2.1038781163434903,107.6191488312288,105.5152707148853,01:45.515
31,32,SOFT,94.94812475633528,14.381612325004156,2.1717451523545708,109.32973708133943,107.15799192898486,01:47.157
32,33,SOFT,94.94812475633528,16.323129988879717,2.2396121883656512,111.27125474521499,109.03164255684933,01:49.031
33,34,SOFT,94.94812475633528,18.526752537378478,2.3074792243767313,113.47487729371375,111.16739806933701,01:51.167
34,35,SOFT,94.94812475633528,21.027864129924573,2.3753462603878117,115.97598888625984,113.60064262587203,01:53.600
35,36,SOFT,94.94812475633528,23.86662578746439,2.443213296398892,118.81475054379966,116.37153724740077,01:56.371
36,37,SOFT,94.94812475633528,27.088620268772083,2.5110803324099726,122.03674502510736,119.52566469269739,01:59.525
37,38,SOFT,94.94812475633528,30.745584005056315,2.5789473684210527,125.69370876139159,123.11476139297054,02:03.114
38,39,SOFT,94.94812475633528,34.896237845738916,2.646814404432133,129.8443626020742,127.19754819764206,02:07.197
39,40,SOFT,94.94812475633528,39.60722995491367,2.7146814404432136,134.55535471124895,131.84067327080575,02:11.840
40,41,SOFT,94.94812475633528,44.954205998827014,2.7825484764542936,139.9023307551623,137.11978227870802,02:17.119
41,42,SOFT,94.94812475633528,51.02302380866866,2.850415512465374,145.97114856500394,143.12073305253858,02:23.120
42,43,SOFT,94.94812475633528,57.91113202283893,2.9182825484764545,152.8592567791742,149.94097423069775,02:29.940
43,44,SOFT,94.94812475633528,65.72913484592219,2.986149584487535,160.67725960225746,157.69111001776992,02:37.691
44,45,SOFT,94.94812475633528,74.60256805012169,3.054016620498615,169.55069280645696,166.49667618595834,02:46.496
45,46,SOFT,94.94812475633528,84.67391473688812,3.1218836565096955,179.62203949322338,176.50015583671367,02:56.500
46,47,SOFT,94.94812475633528,96.10489322636802,3.189750692520776,191.0530179827033,187.8632672901825,03:07.863
47,48,SOFT,94.94812475633528,109.07905381192771,3.257617728531856,204.02717856826297,200.7695608397311,03:20.769
48,49,SOFT,94.94812475633528,123.80472607653795,3.3254847645429364,218.7528508328732,215.42736606833026,03:35.427
49,50,SOFT,94.94812475633528,140.51836409687056,3.393351800554017,235.46648885320582,232.0731370526518,03:52.073
50,51,SOFT,94.94812475633528,159.4883432499481,3.4612188365650973,254.43646800628335,250.97524916971824,04:10.975
51,52,SOFT,94.94812475633528,181.0192695886911,3.5290858725761773,275.9673943450264,272.4383084724502,04:32.438
52,53,SOFT,94.94812475633528,205.45687098316438,3.596952908587258,300.40499573949967,296.8080428309124,04:56.808
53,54,SOFT,94.94812475633528,233.19354856589158,3.6648199445983383,328.14167332222684,324.4768533776285,05:24.476
54,55,SOFT,94.94812475633528,264.67467762228694,3.7326869806094187,359.6228023786222,355.8901153980128,05:55.890
55,56,SOFT,94.94812475633528,300.4057591012957,3.8005540166204987,395.353883857631,391.5533298410105,06:31.553
56,57,SOFT,94.94812475633528,340.9605365799706,3.868421052631579,435.9086613363059,432.04024028367434,07:12.040
0,1,MEDIUM,95.81111542733528,0.16424999999999998,0.06786703601108034,95.97536542733528,95.9074983913242,01:35.907
1,2,MEDIUM,95.81111542733528,0.17985374999999998,0.13573407202216067,95.99096917733529,95.85523510531313,01:35.855
2,3,MEDIUM,95.81111542733528,0.19693985624999996,0.203601108033241,96.00805528358528,95.80445417555204,01:35.804
3,4,MEDIUM,95.81111542733528,0.21564914259374995,0.27146814404432135,96.02676456992903,95.75529642588471,01:35.755
4,5,MEDIUM,95.81111542733528,0.2361358111401562,0.3393351800554017,96.04725123847544,95.70791605842004,01:35.707
5,6,MEDIUM,95.81111542733528,0.258568713198471,0.407202216066482,96.06968414053375,95.66248192446727,01:35.662
6,7,MEDIUM,95.81111542733528,0.28313274095232577,0.47506925207756234,96.0942481682876,95.61917891621005,01:35.619
7,8,MEDIUM,95.81111542733528,0.3100303513427967,0.5429362880886427,96.12114577867808,95.57820949058944,01:35.578
8,9,MEDIUM,95.81111542733528,0.3394832347203624,0.610803324099723,96.15059866205564,95.53979533795592,01:35.539
9,10,MEDIUM,95.81111542733528,0.37173414201879684,0.6786703601108034,96.18284956935408,95.50417920924328,01:35.504
10,11,MEDIUM,95.81111542733528,0.40704888551058255,0.7465373961218837,96.21816431284586,95.47162691672398,01:35.471
11,12,MEDIUM,95.81111542733528,0.44571852963408787,0.814404432132964,96.25683395696937,95.44242952483641,01:35.442
12,13,MEDIUM,95.81111542733528,0.4880617899493262,0.8822714681440443,96.29917721728461,95.41690574914057,01:35.416
13,14,MEDIUM,95.81111542733528,0.5344276599945121,0.9501385041551247,96.34554308732979,95.39540458317467,01:35.395
14,15,MEDIUM,95.81111542733528,0.5851982876939907,1.0180055401662051,96.39631371502927,95.37830817486307,01:35.378
15,16,MEDIUM,95.81111542733528,0.6407921250249199,1.0858725761772854,96.4519075523602,95.36603497618292,01:35.366
