,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,Session
199,0 days 00:32:31.339000,23,0 days 00:01:21.220000,8.0,1.0,,,0 days 00:00:25.872000,0 days 00:00:28.168000,0 days 00:00:27.180000,0 days 00:31:35.991000,0 days 00:32:04.159000,0 days 00:32:31.339000,215.0,255.0,274.0,287.0,False,SOFT,8.0,True,0 days 00:31:10.119000,Williams,ALB,1,True,2022-04-23 10:46:10.133000,Practice 2
200,0 days 00:33:52.693000,23,0 days 00:01:21.354000,9.0,1.0,,,0 days 00:00:25.864000,0 days 00:00:28.293000,0 days 00:00:27.197000,0 days 00:32:57.203000,0 days 00:33:25.496000,0 days 00:33:52.693000,,252.0,272.0,285.0,False,SOFT,9.0,True,0 days 00:32:31.339000,Williams,ALB,1,True,2022-04-23 10:47:31.353000,Practice 2
201,0 days 00:35:13.861000,23,0 days 00:01:21.168000,10.0,1.0,,,0 days 00:00:25.777000,0 days 00:00:28.289000,0 days 00:00:27.102000,0 days 00:34:18.470000,0 days 00:34:46.759000,0 days 00:35:13.861000,216.0,254.0,274.0,286.0,False,SOFT,10.0,True,0 days 00:33:52.693000,Williams,ALB,1,True,2022-04-23 10:48:52.707000,Practice 2
202,0 days 00:36:35.149000,23,0 days 00:01:21.288000,11.0,1.0,,,0 days 00:00:25.807000,0 days 00:00:28.168000,0 days 00:00:27.313000,0 days 00:35:39.668000,0 days 00:36:07.836000,0 days 00:36:35.149000,,255.0,277.0,288.0,False,SOFT,11.0,True,0 days 00:35:13.861000,Williams,ALB,1,True,2022-04-23 10:50:13.875000,Practice 2
206,0 days 00:51:24.404000,23,0 days 00:01:21.342000,15.0,3.0,,,0 days 00:00:26.231000,0 days 00:00:28.045000,0 days 00:00:27.066000,0 days 00:50:29.293000,0 days 00:50:57.338000,0 days 00:51:24.404000,217.0,255.0,270.0,287.0,False,MEDIUM,3.0,True,0 days 00:50:03.062000,Williams,ALB,1,True,2022-04-23 11:05:03.076000,Practice 2
207,0 days 00:52:45.731000,23,0 days 00:01:21.327000,16.0,3.0,,,0 days 00:00:26.033000,0 days 00:00:28.184000,0 days 00:00:27.110000,0 days 00:51:50.437000,0 days 00:52:18.621000,0 days 00:52:45.731000,215.0,254.0,270.0,285.0,False,MEDIUM,4.0,True,0 days 00:51:24.404000,Williams,ALB,1,True,2022-04-23 11:06:24.418000,Practice 2
208,0 days 00:54:06.985000,23,0 days 00:01:21.254000,17.0,3.0,,,0 days 00:00:25.930000,0 days 00:00:28.214000,0 days 00:00:27.110000,0 days 00:53:11.661000,0 days 00:53:39.875000,0 days 00:54:06.985000,219.0,256.0,270.0,291.0,False,MEDIUM,5.0,True,0 days 00:52:45.731000,Williams,ALB,1,True,2022-04-23 11:07:45.745000,Practice 2
209,0 days 00:55:28.052000,23,0 days 00:01:21.067000,18.0,3.0,,,0 days 00:00:25.836000,0 days 00:00:28.132000,0 days 00:00:27.099000,0 days 00:54:32.821000,0 days 00:55:00.953000,0 days 00:55:28.052000,217.0,255.0,271.0,289.0,False,MEDIUM,6.0,True,0 days 00:54:06.985000,Williams,ALB,1,True,2022-04-23 11:09:06.999000,Practice 2
210,0 days 00:56:49.353000,23,0 days 00:01:21.301000,19.0,3.0,,,0 days 00:00:25.783000,0 days 00:00:28.307000,0 days 00:00:27.211000,0 days 00:55:53.835000,0 days 00:56:22.142000,0 days 00:56:49.353000,,253.0,272.0,287.0,False,MEDIUM,7.0,True,0 days 00:55:28.052000,Williams,ALB,1,True,2022-04-23 11:10:28.066000,Practice 2
211,0 days 00:58:10.275000,23,0 days 00:01:20.922000,20.0,3.0,,,0 days 00:00:25.673000,0 days 00:00:28.195000,0 days 00:00:27.054000,0 days 00:57:15.026000,0 days 00:57:43.221000,0 days 00:58:10.275000,218.0,255.0,271.0,287.0,False,MEDIUM,8.0,True,0 days 00:56:49.353000,Williams,ALB,1,True,2022-04-23 11:11:49.367000,Practice 2
212,0 days 00:59:31.549000,23,0 days 00:01:21.274000,21.0,3.0,,,0 days 00:00:25.768000,0 days 00:00:28.270000,0 days 00:00:27.236000,0 days 00:58:36.043000,0 days 00:59:04.313000,0 days 00:59:31.549000,214.0,254.0,271.0,286.0,False,MEDIUM,9.0,True,0 days 00:58:10.275000,Williams,ALB,1,True,2022-04-23 11:13:10.289000,Practice 2
213,0 days 01:00:52.638000,23,0 days 00:01:21.089000,22.0,3.0,,,0 days 00:00:25.735000,0 days 00:00:28.218000,0 days 00:00:27.136000,0 days 00:59:57.284000,0 days 01:00:25.502000,0 days 01:00:52.638000,216.0,255.0,272.0,287.0,False,MEDIUM,10.0,True,0 days 00:59:31.549000,Williams,ALB,1,True,2022-04-23 11:14:31.563000,Practice 2
214,0 days 01:02:13.932000,23,0 days 00:01:21.294000,23.0,3.0,,,0 days 00:00:25.803000,0 days 00:00:28.376000,0 days 00:00:27.115000,0 days 01:01:18.441000,0 days 01:01:46.817000,0 days 01:02:13.932000,219.0,255.0,272.0,290.0,False,MEDIUM,11.0,True,0 days 01:00:52.638000,Williams,ALB,1,True,2022-04-23 11:15:52.652000,Practice 2
215,0 days 01:03:35.729000,23,0 days 00:01:21.797000,24.0,3.0,,,0 days 00:00:25.922000,0 days 00:00:28.541000,0 days 00:00:27.334000,0 days 01:02:39.854000,0 days 01:03:08.395000,0 days 01:03:35.729000,215.0,255.0,273.0,288.0,False,MEDIUM,12.0,True,0 days 01:02:13.932000,Williams,ALB,1,True,2022-04-23 11:17:13.946000,Practice 2
216,0 days 01:04:57.414000,23,0 days 00:01:21.685000,25.0,3.0,,,0 days 00:00:25.969000,0 days 00:00:28.428000,0 days 00:00:27.288000,0 days 01:04:01.698000,0 days 01:04:30.126000,0 days 01:04:57.414000,216.0,255.0,272.0,286.0,False,MEDIUM,13.0,True,0 days 01:03:35.729000,Williams,ALB,1,True,2022-04-23 11:18:35.743000,Practice 2
217,0 days 01:06:18.641000,23,0 days 00:01:21.227000,26.0,3.0,,,0 days 00:00:25.723000,0 days 00:00:28.292000,0 days 00:00:27.212000,0 days 01:05:23.137000,0 days 01:05:51.429000,0 days 01:06:18.641000,219.0,257.0,273.0,288.0,False,MEDIUM,14.0,True,0 days 01:04:57.414000,Williams,ALB,1,True,2022-04-23 11:19:57.428000,Practice 2
218,0 days 01:07:39.993000,23,0 days 00:01:21.352000,27.0,3.0,,,0 days 00:00:25.582000,0 days 00:00:28.492000,0 days 00:00:27.278000,0 days 01:06:44.223000,0 days 01:07:12.715000,0 days 01:07:39.993000,218.0,255.0,273.0,287.0,False,MEDIUM,15.0,True,0 days 01:06:18.641000,Williams,ALB,1,True,2022-04-23 11:21:18.655000,Practice 2
219,0 days 01:09:01.412000,23,0 days 00:01:21.419000,28.0,3.0,,,0 days 00:00:25.689000,0 days 00:00:28.375000,0 days 00:00:27.355000,0 days 01:08:05.682000,0 days 01:08:34.057000,0 days 01:09:01.412000,217.0,254.0,275.0,283.0,False,MEDIUM,16.0,True,0 days 01:07:39.993000,Williams,ALB,1,True,2022-04-23 11:22:40.007000,Practice 2
220,0 days 01:10:22.673000,23,0 days 00:01:21.261000,29.0,3.0,,,0 days 00:00:25.599000,0 days 00:00:28.364000,0 days 00:00:27.298000,0 days 01:09:27.011000,0 days 01:09:55.375000,0 days 01:10:22.673000,219.0,255.0,279.0,287.0,False,MEDIUM,17.0,True,0 days 01:09:01.412000,Williams,ALB,1,True,2022-04-23 11:24:01.426000,Practice 2
221,0 days 01:11:43.867000,23,0 days 00:01:21.194000,30.0,3.0,,,0 days 00:00:25.419000,0 days 00:00:28.411000,0 days 00:00:27.364000,0 days 01:10:48.092000,0 days 01:11:16.503000,0 days 01:11:43.867000,216.0,254.0,279.0,285.0,False,MEDIUM,18.0,True,0 days 01:10:22.673000,Williams,ALB,1,True,2022-04-23 11:25:22.687000,Practice 2
228,0 days 00:23:56.246000,22,0 days 00:01:21.845000,3.0,2.0,,,0 days 00:00:26.427000,0 days 00:00:28.153000,0 days 00:00:27.265000,0 days 00:23:00.828000,0 days 00:23:28.981000,0 days 00:23:56.246000,215.0,252.0,266.0,291.0,False,MEDIUM,4.0,False,0 days 00:22:34.401000,AlphaTauri,TSU,1,True,2022-04-23 10:37:34.415000,Practice 2
229,0 days 00:25:17.629000,22,0 days 00:01:21.383000,4.0,2.0,,,0 days 00:00:26.300000,0 days 00:00:28.022000,0 days 00:00:27.061000,0 days 00:24:22.546000,0 days 00:24:50.568000,0 days 00:25:17.629000,216.0,253.0,264.0,287.0,False,MEDIUM,5.0,False,0 days 00:23:56.246000,AlphaTauri,TSU,1,True,2022-04-23 10:38:56.260000,Practice 2
230,0 days 00:26:38.645000,22,0 days 00:01:21.016000,5.0,2.0,,,0 days 00:00:26.259000,0 days 00:00:27.836000,0 days 00:00:26.921000,0 days 00:25:43.888000,0 days 00:26:11.724000,0 days 00:26:38.645000,218.0,251.0,267.0,286.0,False,MEDIUM,6.0,False,0 days 00:25:17.629000,AlphaTauri,TSU,1,True,2022-04-23 10:40:17.643000,Practice 2
231,0 days 00:27:59.546000,22,0 days 00:01:20.901000,6.0,2.0,,,0 days 00:00:26.140000,0 days 00:00:27.766000,0 days 00:00:26.995000,0 days 00:27:04.785000,0 days 00:27:32.551000,0 days 00:27:59.546000,216.0,251.0,267.0,289.0,False,MEDIUM,7.0,False,0 days 00:26:38.645000,AlphaTauri,TSU,1,True,2022-04-23 10:41:38.659000,Practice 2
232,0 days 00:29:20.499000,22,0 days 00:01:20.953000,7.0,2.0,,,0 days 00:00:26.086000,0 days 00:00:27.846000,0 days 00:00:27.021000,0 days 00:28:25.632000,0 days 00:28:53.478000,0 days 00:29:20.499000,218.0,251.0,268.0,288.0,False,MEDIUM,8.0,False,0 days 00:27:59.546000,AlphaTauri,TSU,1,True,2022-04-23 10:42:59.560000,Practice 2
233,0 days 00:30:41.303000,22,0 days 00:01:20.804000,8.0,2.0,,,0 days 00:00:25.948000,0 days 00:00:27.808000,0 days 00:00:27.048000,0 days 00:29:46.447000,0 days 00:30:14.255000,0 days 00:30:41.303000,219.0,251.0,279.0,292.0,False,MEDIUM,9.0,False,0 days 00:29:20.499000,AlphaTauri,TSU,1,True,2022-04-23 10:44:20.513000,Practice 2
234,0 days 00:32:01.891000,22,0 days 00:01:20.588000,9.0,2.0,,,0 days 00:00:25.321000,0 days 00:00:28.024000,0 days 00:00:27.243000,0 days 00:31:06.624000,0 days 00:31:34.648000,0 days 00:32:01.891000,218.0,250.0,270.0,290.0,False,MEDIUM,10.0,False,0 days 00:30:41.303000,AlphaTauri,TSU,1,True,2022-04-23 10:45:41.317000,Practice 2
235,0 days 00:33:23.060000,22,0 days 00:01:21.169000,10.0,2.0,,,0 days 00:00:25.944000,0 days 00:00:28.072000,0 days 00:00:27.153000,0 days 00:32:27.835000,0 days 00:32:55.907000,0 days 00:33:23.060000,217.0,253.0,270.0,292.0,False,MEDIUM,11.0,False,0 days 00:32:01.891000,AlphaTauri,TSU,1,True,2022-04-23 10:47:01.905000,Practice 2
236,0 days 00:34:44.866000,22,0 days 00:01:21.806000,11.0,2.0,,,0 days 00:00:26.135000,0 days 00:00:28.398000,0 days 00:00:27.273000,0 days 00:33:49.195000,0 days 00:34:17.593000,0 days 00:34:44.866000,216.0,254.0,280.0,294.0,False,MEDIUM,12.0,False,0 days 00:33:23.060000,AlphaTauri,TSU,1,True,2022-04-23 10:48:23.074000,Practice 2
237,0 days 00:36:07.552000,22,0 days 00:01:22.686000,12.0,2.0,,,0 days 00:00:26.836000,0 days 00:00:28.560000,0 days 00:00:27.290000,0 days 00:35:11.702000,0 days 00:35:40.262000,0 days 00:36:07.552000,210.0,253.0,270.0,292.0,False,MEDIUM,13.0,False,0 days 00:34:44.866000,AlphaTauri,TSU,1,True,2022-04-23 10:49:44.880000,Practice 2
238,0 days 00:37:29.837000,22,0 days 00:01:22.285000,13.0,2.0,,,0 days 00:00:26.931000,0 days 00:00:28.240000,0 days 00:00:27.114000,0 days 00:36:34.483000,0 days 00:37:02.723000,0 days 00:37:29.837000,215.0,252.0,268.0,291.0,False,MEDIUM,14.0,False,0 days 00:36:07.552000,AlphaTauri,TSU,1,True,2022-04-23 10:51:07.566000,Practice 2
239,0 days 00:38:51.152000,22,0 days 00:01:21.315000,14.0,2.0,,,0 days 00:00:26.145000,0 days 00:00:28.143000,0 days 00:00:27.027000,0 days 00:37:55.982000,0 days 00:38:24.125000,0 days 00:38:51.152000,218.0,252.0,267.0,291.0,False,MEDIUM,15.0,False,0 days 00:37:29.837000,AlphaTauri,TSU,1,True,2022-04-23 10:52:29.851000,Practice 2
244,0 days 00:56:37.109000,22,0 days 00:01:20.774000,19.0,5.0,,,0 days 00:00:26.152000,0 days 00:00:27.875000,0 days 00:00:26.747000,0 days 00:55:42.487000,0 days 00:56:10.362000,0 days 00:56:37.109000,220.0,250.0,266.0,288.0,False,SOFT,4.0,False,0 days 00:55:16.335000,AlphaTauri,TSU,1,True,2022-04-23 11:10:16.349000,Practice 2
245,0 days 00:57:57.490000,22,0 days 00:01:20.381000,20.0,5.0,,,0 days 00:00:26.002000,0 days 00:00:27.684000,0 days 00:00:26.695000,0 days 00:57:03.111000,0 days 00:57:30.795000,0 days 00:57:57.490000,216.0,249.0,266.0,283.0,True,SOFT,5.0,False,0 days 00:56:37.109000,AlphaTauri,TSU,1,True,2022-04-23 11:11:37.123000,Practice 2
246,0 days 00:59:18.541000,22,0 days 00:01:21.051000,21.0,5.0,,,0 days 00:00:26.176000,0 days 00:00:27.912000,0 days 00:00:26.963000,0 days 00:58:23.666000,0 days 00:58:51.578000,0 days 00:59:18.541000,219.0,251.0,265.0,289.0,False,SOFT,6.0,False,0 days 00:57:57.490000,AlphaTauri,TSU,1,True,2022-04-23 11:12:57.504000,Practice 2
247,0 days 01:00:39.399000,22,0 days 00:01:20.858000,22.0,5.0,,,0 days 00:00:26.124000,0 days 00:00:27.865000,0 days 00:00:26.869000,0 days 00:59:44.665000,0 days 01:00:12.530000,0 days 01:00:39.399000,218.0,252.0,267.0,290.0,False,SOFT,7.0,False,0 days 00:59:18.541000,AlphaTauri,TSU,1,True,2022-04-23 11:14:18.555000,Practice 2
248,0 days 01:02:00.473000,22,0 days 00:01:21.074000,23.0,5.0,,,0 days 00:00:26.142000,0 days 00:00:27.991000,0 days 00:00:26.941000,0 days 01:01:05.541000,0 days 01:01:33.532000,0 days 01:02:00.473000,217.0,251.0,267.0,290.0,False,SOFT,8.0,False,0 days 01:00:39.399000,AlphaTauri,TSU,1,True,2022-04-23 11:15:39.413000,Practice 2
249,0 days 01:03:21.511000,22,0 days 00:01:21.038000,24.0,5.0,,,0 days 00:00:26.072000,0 days 00:00:27.992000,0 days 00:00:26.974000,0 days 01:02:26.545000,0 days 01:02:54.537000,0 days 01:03:21.511000,219.0,252.0,269.0,290.0,False,SOFT,9.0,False,0 days 01:02:00.473000,AlphaTauri,TSU,1,True,2022-04-23 11:17:00.487000,Practice 2
250,0 days 01:04:42.570000,22,0 days 00:01:21.059000,25.0,5.0,,,0 days 00:00:26.064000,0 days 00:00:27.999000,0 days 00:00:26.996000,0 days 01:03:47.575000,0 days 01:04:15.574000,0 days 01:04:42.570000,216.0,250.0,268.0,286.0,False,SOFT,10.0,False,0 days 01:03:21.511000,AlphaTauri,TSU,1,True,2022-04-23 11:18:21.525000,Practice 2
251,0 days 01:06:03.510000,22,0 days 00:01:20.940000,26.0,5.0,,,0 days 00:00:26.063000,0 days 00:00:27.952000,0 days 00:00:26.925000,0 days 01:05:08.633000,0 days 01:05:36.585000,0 days 01:06:03.510000,218.0,252.0,269.0,288.0,False,SOFT,11.0,False,0 days 01:04:42.570000,AlphaTauri,TSU,1,True,2022-04-23 11:19:42.584000,Practice 2
252,0 days 01:07:24.689000,22,0 days 00:01:21.179000,27.0,5.0,,,0 days 00:00:26.102000,0 days 00:00:28.054000,0 days 00:00:27.023000,0 days 01:06:29.612000,0 days 01:06:57.666000,0 days 01:07:24.689000,217.0,250.0,269.0,290.0,False,SOFT,12.0,False,0 days 01:06:03.510000,AlphaTauri,TSU,1,True,2022-04-23 11:21:03.524000,Practice 2
253,0 days 01:08:45.800000,22,0 days 00:01:21.111000,28.0,5.0,,,0 days 00:00:26.060000,0 days 00:00:28.121000,0 days 00:00:26.930000,0 days 01:07:50.749000,0 days 01:08:18.870000,0 days 01:08:45.800000,219.0,249.0,269.0,285.0,False,SOFT,13.0,False,0 days 01:07:24.689000,AlphaTauri,TSU,1,True,2022-04-23 11:22:24.703000,Practice 2
254,0 days 01:10:06.796000,22,0 days 00:01:20.996000,29.0,5.0,,,0 days 00:00:26.121000,0 days 00:00:27.887000,0 days 00:00:26.988000,0 days 01:09:11.921000,0 days 01:09:39.808000,0 days 01:10:06.796000,218.0,250.0,269.0,286.0,False,SOFT,14.0,False,0 days 01:08:45.800000,AlphaTauri,TSU,1,True,2022-04-23 11:23:45.814000,Practice 2
255,0 days 01:11:27.821000,22,0 days 00:01:21.025000,30.0,5.0,,,0 days 00:00:26.061000,0 days 00:00:27.996000,0 days 00:00:26.968000,0 days 01:10:32.857000,0 days 01:11:00.853000,0 days 01:11:27.821000,,249.0,269.0,285.0,False,SOFT,15.0,False,0 days 01:10:06.796000,AlphaTauri,TSU,1,True,2022-04-23 11:25:06.810000,Practice 2
256,0 days 01:12:48.757000,22,0 days 00:01:20.936000,31.0,5.0,,,0 days 00:00:26.069000,0 days 00:00:27.928000,0 days 00:00:26.939000,0 days 01:11:53.890000,0 days 01:12:21.818000,0 days 01:12:48.757000,216.0,251.0,270.0,287.0,False,SOFT,16.0,False,0 days 01:11:27.821000,AlphaTauri,TSU,1,True,2022-04-23 11:26:27.835000,Practice 2
257,0 days 01:14:09.737000,22,0 days 00:01:20.980000,32.0,5.0,,,0 days 00:00:26.006000,0 days 00:00:28.008000,0 days 00:00:26.966000,0 days 01:13:14.763000,0 days 01:13:42.771000,0 days 01:14:09.737000,218.0,251.0,270.0,284.0,False,SOFT,17.0,False,0 days 01:12:48.757000,AlphaTauri,TSU,1,True,2022-04-23 11:27:48.771000,Practice 2
258,0 days 01:15:30.586000,22,0 days 00:01:20.849000,33.0,5.0,,,0 days 00:00:25.877000,0 days 00:00:27.904000,0 days 00:00:27.068000,0 days 01:14:35.614000,0 days 01:15:03.518000,0 days 01:15:30.586000,,253.0,271.0,287.0,False,SOFT,18.0,False,0 days 01:14:09.737000,AlphaTauri,TSU,1,True,2022-04-23 11:29:09.751000,Practice 2
264,0 days 00:31:33.701000,20,0 days 00:01:22.993000,4.0,3.0,,,0 days 00:00:27.025000,0 days 00:00:28.298000,0 days 00:00:27.670000,0 days 00:30:37.733000,0 days 00:31:06.031000,0 days 00:31:33.701000,207.0,245.0,264.0,276.0,False,MEDIUM,3.0,True,0 days 00:30:10.708000,Haas F1 Team,MAG,1,True,2022-04-23 10:45:10.722000,Practice 2
265,0 days 00:32:56.885000,20,0 days 00:01:23.184000,5.0,3.0,,,0 days 00:00:26.991000,0 days 00:00:28.514000,0 days 00:00:27.679000,0 days 00:32:00.692000,0 days 00:32:29.206000,0 days 00:32:56.885000,205.0,243.0,264.0,275.0,False,MEDIUM,4.0,True,0 days 00:31:33.701000,Haas F1 Team,MAG,1,True,2022-04-23 10:46:33.715000,Practice 2
266,0 days 00:34:20.142000,20,0 days 00:01:23.257000,6.0,3.0,,,0 days 00:00:26.895000,0 days 00:00:28.659000,0 days 00:00:27.703000,0 days 00:33:23.780000,0 days 00:33:52.439000,0 days 00:34:20.142000,206.0,245.0,265.0,277.0,False,MEDIUM,5.0,True,0 days 00:32:56.885000,Haas F1 Team,MAG,1,True,2022-04-23 10:47:56.899000,Practice 2
267,0 days 00:35:43.288000,20,0 days 00:01:23.146000,7.0,3.0,,,0 days 00:00:26.790000,0 days 00:00:28.772000,0 days 00:00:27.584000,0 days 00:34:46.932000,0 days 00:35:15.704000,0 days 00:35:43.288000,208.0,246.0,265.0,277.0,False,MEDIUM,6.0,True,0 days 00:34:20.142000,Haas F1 Team,MAG,1,True,2022-04-23 10:49:20.156000,Practice 2
268,0 days 00:37:06.075000,20,0 days 00:01:22.787000,8.0,3.0,,,0 days 00:00:26.809000,0 days 00:00:28.550000,0 days 00:00:27.428000,0 days 00:36:10.097000,0 days 00:36:38.647000,0 days 00:37:06.075000,207.0,248.0,265.0,279.0,False,MEDIUM,7.0,True,0 days 00:35:43.288000,Haas F1 Team,MAG,1,True,2022-04-23 10:50:43.302000,Practice 2
269,0 days 00:38:29.058000,20,0 days 00:01:22.983000,9.0,3.0,,,0 days 00:00:26.772000,0 days 00:00:28.607000,0 days 00:00:27.604000,0 days 00:37:32.847000,0 days 00:38:01.454000,0 days 00:38:29.058000,206.0,247.0,264.0,276.0,False,MEDIUM,8.0,True,0 days 00:37:06.075000,Haas F1 Team,MAG,1,True,2022-04-23 10:52:06.089000,Practice 2
270,0 days 00:39:52.249000,20,0 days 00:01:23.191000,10.0,3.0,,,0 days 00:00:26.796000,0 days 00:00:28.704000,0 days 00:00:27.691000,0 days 00:38:55.854000,0 days 00:39:24.558000,0 days 00:39:52.249000,,247.0,264.0,278.0,False,MEDIUM,9.0,True,0 days 00:38:29.058000,Haas F1 Team,MAG,1,True,2022-04-23 10:53:29.072000,Practice 2
271,0 days 00:41:15.561000,20,0 days 00:01:23.312000,11.0,3.0,,,0 days 00:00:26.861000,0 days 00:00:28.776000,0 days 00:00:27.675000,0 days 00:40:19.110000,0 days 00:40:47.886000,0 days 00:41:15.561000,,246.0,265.0,280.0,False,MEDIUM,10.0,True,0 days 00:39:52.249000,Haas F1 Team,MAG,1,True,2022-04-23 10:54:52.263000,Practice 2
272,0 days 00:42:38.653000,20,0 days 00:01:23.092000,12.0,3.0,,,0 days 00:00:26.703000,0 days 00:00:28.673000,0 days 00:00:27.716000,0 days 00:41:42.264000,0 days 00:42:10.937000,0 days 00:42:38.653000,209.0,247.0,263.0,279.0,False,MEDIUM,11.0,True,0 days 00:41:15.561000,Haas F1 Team,MAG,1,True,2022-04-23 10:56:15.575000,Practice 2
273,0 days 00:44:01.691000,20,0 days 00:01:23.038000,13.0,3.0,,,0 days 00:00:26.827000,0 days 00:00:28.639000,0 days 00:00:27.572000,0 days 00:43:05.480000,0 days 00:43:34.119000,0 days 00:44:01.691000,207.0,247.0,264.0,278.0,False,MEDIUM,12.0,True,0 days 00:42:38.653000,Haas F1 Team,MAG,1,True,2022-04-23 10:57:38.667000,Practice 2
276,0 days 00:59:23.745000,20,0 days 00:01:20.943000,16.0,4.0,,,0 days 00:00:26.327000,0 days 00:00:27.819000,0 days 00:00:26.797000,0 days 00:58:29.129000,0 days 00:58:56.948000,0 days 00:59:23.745000,211.0,251.0,267.0,279.0,False,SOFT,6.0,False,0 days 00:58:02.802000,Haas F1 Team,MAG,1,True,2022-04-23 11:13:02.816000,Practice 2
277,0 days 01:00:44.485000,20,0 days 00:01:20.740000,17.0,4.0,,,0 days 00:00:26.242000,0 days 00:00:27.729000,0 days 00:00:26.769000,0 days 00:59:49.987000,0 days 01:00:17.716000,0 days 01:00:44.485000,213.0,250.0,269.0,280.0,True,SOFT,7.0,False,0 days 00:59:23.745000,Haas F1 Team,MAG,1,True,2022-04-23 11:14:23.759000,Practice 2
278,0 days 01:02:05.663000,20,0 days 00:01:21.178000,18.0,4.0,,,0 days 00:00:26.229000,0 days 00:00:27.985000,0 days 00:00:26.964000,0 days 01:01:10.714000,0 days 01:01:38.699000,0 days 01:02:05.663000,,250.0,269.0,279.0,False,SOFT,8.0,False,0 days 01:00:44.485000,Haas F1 Team,MAG,1,True,2022-04-23 11:15:44.499000,Practice 2
279,0 days 01:03:27.021000,20,0 days 00:01:21.358000,19.0,4.0,,,0 days 00:00:26.269000,0 days 00:00:28.110000,0 days 00:00:26.979000,0 days 01:02:31.932000,0 days 01:03:00.042000,0 days 01:03:27.021000,,250.0,269.0,279.0,False,SOFT,9.0,False,0 days 01:02:05.663000,Haas F1 Team,MAG,1,True,2022-04-23 11:17:05.677000,Practice 2
280,0 days 01:04:48.370000,20,0 days 00:01:21.349000,20.0,4.0,,,0 days 00:00:26.208000,0 days 00:00:28.038000,0 days 00:00:27.103000,0 days 01:03:53.229000,0 days 01:04:21.267000,0 days 01:04:48.370000,,251.0,269.0,279.0,False,SOFT,10.0,False,0 days 01:03:27.021000,Haas F1 Team,MAG,1,True,2022-04-23 11:18:27.035000,Practice 2
281,0 days 01:06:09.580000,20,0 days 00:01:21.210000,21.0,4.0,,,0 days 00:00:26.234000,0 days 00:00:27.940000,0 days 00:00:27.036000,0 days 01:05:14.604000,0 days 01:05:42.544000,0 days 01:06:09.580000,,252.0,269.0,279.0,False,SOFT,11.0,False,0 days 01:04:48.370000,Haas F1 Team,MAG,1,True,2022-04-23 11:19:48.384000,Practice 2
282,0 days 01:07:30.796000,20,0 days 00:01:21.216000,22.0,4.0,,,0 days 00:00:26.190000,0 days 00:00:28.003000,0 days 00:00:27.023000,0 days 01:06:35.770000,0 days 01:07:03.773000,0 days 01:07:30.796000,211.0,251.0,271.0,280.0,False,SOFT,12.0,False,0 days 01:06:09.580000,Haas F1 Team,MAG,1,True,2022-04-23 11:21:09.594000,Practice 2
283,0 days 01:08:52.020000,20,0 days 00:01:21.224000,23.0,4.0,,,0 days 00:00:26.126000,0 days 00:00:28.120000,0 days 00:00:26.978000,0 days 01:07:56.922000,0 days 01:08:25.042000,0 days 01:08:52.020000,213.0,250.0,272.0,280.0,False,SOFT,13.0,False,0 days 01:07:30.796000,Haas F1 Team,MAG,1,True,2022-04-23 11:22:30.810000,Practice 2
284,0 days 01:10:13.059000,20,0 days 00:01:21.039000,24.0,4.0,,,0 days 00:00:26.041000,0 days 00:00:27.970000,0 days 00:00:27.028000,0 days 01:09:18.061000,0 days 01:09:46.031000,0 days 01:10:13.059000,211.0,250.0,272.0,279.0,False,SOFT,14.0,False,0 days 01:08:52.020000,Haas F1 Team,MAG,1,True,2022-04-23 11:23:52.034000,Practice 2
285,0 days 01:11:35.449000,20,0 days 00:01:22.390000,25.0,4.0,,,0 days 00:00:26.011000,0 days 00:00:28.813000,0 days 00:00:27.566000,0 days 01:10:39.070000,0 days 01:11:07.883000,0 days 01:11:35.449000,213.0,242.0,270.0,282.0,False,SOFT,15.0,False,0 days 01:10:13.059000,Haas F1 Team,MAG,1,True,2022-04-23 11:25:13.073000,Practice 2
286,0 days 01:12:56.577000,20,0 days 00:01:21.128000,26.0,4.0,,,0 days 00:00:25.967000,0 days 00:00:28.097000,0 days 00:00:27.064000,0 days 01:12:01.416000,0 days 01:12:29.513000,0 days 01:12:56.577000,,252.0,270.0,283.0,False,SOFT,16.0,False,0 days 01:11:35.449000,Haas F1 Team,MAG,1,True,2022-04-23 11:26:35.463000,Practice 2
287,0 days 01:14:18.005000,20,0 days 00:01:21.428000,27.0,4.0,,,0 days 00:00:26.128000,0 days 00:00:28.113000,0 days 00:00:27.187000,0 days 01:13:22.705000,0 days 01:13:50.818000,0 days 01:14:18.005000,212.0,251.0,273.0,280.0,False,SOFT,17.0,False,0 days 01:12:56.577000,Haas F1 Team,MAG,1,True,2022-04-23 11:27:56.591000,Practice 2
