,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,Session
44,0 days 01:15:49.989000,55,0 days 00:01:32.470000,24,4,,,0 days 00:00:29.054000,0 days 00:00:31.356000,0 days 00:00:32.060000,0 days 01:14:46.573000,0 days 01:15:17.929000,0 days 01:15:49.989000,196.0,246.0,266.0,269.0,False,INTERMEDIATE,15.0,False,0 days 01:14:17.519000,Ferrari,SAI,1,True,2022-04-22 12:29:17.531000,Practice 1
60,0 days 01:01:36.981000,47,0 days 00:01:35.106000,15,2,,,0 days 00:00:29.899000,0 days 00:00:32.857000,0 days 00:00:32.350000,0 days 01:00:31.774000,0 days 01:01:04.631000,0 days 01:01:36.981000,185.0,246.0,263.0,239.0,False,INTERMEDIATE,5.0,True,0 days 01:00:01.875000,Haas F1 Team,MSC,1,True,2022-04-22 12:15:01.887000,Practice 1
61,0 days 01:03:11.561000,47,0 days 00:01:34.580000,16,2,,,0 days 00:00:29.947000,0 days 00:00:32.161000,0 days 00:00:32.472000,0 days 01:02:06.928000,0 days 01:02:39.089000,0 days 01:03:11.561000,187.0,244.0,259.0,253.0,False,INTERMEDIATE,6.0,True,0 days 01:01:36.981000,Haas F1 Team,MSC,1,True,2022-04-22 12:16:36.993000,Practice 1
63,0 days 01:06:30.220000,47,0 days 00:01:32.988000,18,2,,,0 days 00:00:29.519000,0 days 00:00:31.704000,0 days 00:00:31.765000,0 days 01:05:26.751000,0 days 01:05:58.455000,0 days 01:06:30.220000,180.0,245.0,260.0,253.0,True,INTERMEDIATE,8.0,True,0 days 01:04:57.232000,Haas F1 Team,MSC,1,True,2022-04-22 12:19:57.244000,Practice 1
98,0 days 01:03:28.974000,31,0 days 00:01:35.420000,13,2,,,0 days 00:00:30.284000,0 days 00:00:32.736000,0 days 00:00:32.400000,0 days 01:02:23.838000,0 days 01:02:56.574000,0 days 01:03:28.974000,191.0,246.0,263.0,252.0,True,INTERMEDIATE,4.0,True,0 days 01:01:53.554000,Alpine,OCO,1,True,2022-04-22 12:16:53.566000,Practice 1
150,0 days 01:04:09.083000,22,0 days 00:01:33.830000,12,2,,,0 days 00:00:29.790000,0 days 00:00:32.007000,0 days 00:00:32.033000,0 days 01:03:05.043000,0 days 01:03:37.050000,0 days 01:04:09.083000,192.0,246.0,259.0,251.0,False,INTERMEDIATE,4.0,True,0 days 01:02:35.253000,AlphaTauri,TSU,1,True,2022-04-22 12:17:35.265000,Practice 1
153,0 days 01:09:06.717000,22,0 days 00:01:33.611000,15,2,,,0 days 00:00:29.594000,0 days 00:00:32.138000,0 days 00:00:31.879000,0 days 01:08:02.700000,0 days 01:08:34.838000,0 days 01:09:06.717000,187.0,246.0,260.0,273.0,True,INTERMEDIATE,7.0,True,0 days 01:07:33.106000,AlphaTauri,TSU,1,True,2022-04-22 12:22:33.118000,Practice 1
172,0 days 01:00:49.824000,20,0 days 00:01:33.721000,16,2,,,0 days 00:00:29.826000,0 days 00:00:32.050000,0 days 00:00:31.845000,0 days 00:59:45.929000,0 days 01:00:17.979000,0 days 01:00:49.824000,195.0,242.0,262.0,265.0,False,INTERMEDIATE,,True,0 days 00:59:16.103000,Haas F1 Team,MAG,2,True,2022-04-22 12:14:16.115000,Practice 1
173,0 days 01:02:22.263000,20,0 days 00:01:32.439000,17,2,,,0 days 00:00:29.182000,0 days 00:00:32.038000,0 days 00:00:31.219000,0 days 01:01:19.006000,0 days 01:01:51.044000,0 days 01:02:22.263000,,238.0,262.0,269.0,True,INTERMEDIATE,,True,0 days 01:00:49.824000,Haas F1 Team,MAG,1,True,2022-04-22 12:15:49.836000,Practice 1
209,0 days 00:34:11.522000,16,0 days 00:01:35.629000,7,1,,,0 days 00:00:30.425000,0 days 00:00:33.072000,0 days 00:00:32.132000,0 days 00:33:06.318000,0 days 00:33:39.390000,0 days 00:34:11.522000,,240.0,260.0,266.0,False,WET,,True,0 days 00:32:35.893000,Ferrari,LEC,1,True,2022-04-22 11:47:35.905000,Practice 1
215,0 days 00:57:42.055000,16,0 days 00:01:32.512000,13,3,,,0 days 00:00:29.852000,0 days 00:00:31.651000,0 days 00:00:31.009000,0 days 00:56:39.395000,0 days 00:57:11.046000,0 days 00:57:42.055000,194.0,243.0,264.0,281.0,False,INTERMEDIATE,4.0,True,0 days 00:56:09.543000,Ferrari,LEC,1,True,2022-04-22 12:11:09.555000,Practice 1
218,0 days 01:02:35.618000,16,0 days 00:01:32.056000,16,3,,,0 days 00:00:28.839000,0 days 00:00:31.434000,0 days 00:00:31.783000,0 days 01:01:32.401000,0 days 01:02:03.835000,0 days 01:02:35.618000,,246.0,266.0,243.0,False,INTERMEDIATE,7.0,True,0 days 01:01:03.562000,Ferrari,LEC,1,True,2022-04-22 12:16:03.574000,Practice 1
220,0 days 01:05:45.325000,16,0 days 00:01:29.402000,18,3,,,0 days 00:00:28.415000,0 days 00:00:30.585000,0 days 00:00:30.402000,0 days 01:04:44.338000,0 days 01:05:14.923000,0 days 01:05:45.325000,197.0,251.0,268.0,289.0,True,INTERMEDIATE,9.0,True,0 days 01:04:15.923000,Ferrari,LEC,1,True,2022-04-22 12:19:15.935000,Practice 1
222,0 days 01:08:57.164000,16,0 days 00:01:29.968000,20,3,,,0 days 00:00:28.519000,0 days 00:00:30.786000,0 days 00:00:30.663000,0 days 01:07:55.715000,0 days 01:08:26.501000,0 days 01:08:57.164000,200.0,247.0,265.0,285.0,False,INTERMEDIATE,11.0,True,0 days 01:07:27.196000,Ferrari,LEC,1,True,2022-04-22 12:22:27.208000,Practice 1
236,0 days 01:04:44.977000,14,0 days 00:01:35.356000,10,2,,,0 days 00:00:30.512000,0 days 00:00:32.349000,0 days 00:00:32.495000,0 days 01:03:40.133000,0 days 01:04:12.482000,0 days 01:04:44.977000,190.0,246.0,259.0,246.0,False,INTERMEDIATE,3.0,True,0 days 01:03:09.621000,Alpine,ALO,1,True,2022-04-22 12:18:09.633000,Practice 1
238,0 days 01:07:56.301000,14,0 days 00:01:33.160000,12,2,,,0 days 00:00:29.488000,0 days 00:00:31.526000,0 days 00:00:32.146000,0 days 01:06:52.629000,0 days 01:07:24.155000,0 days 01:07:56.301000,194.0,247.0,263.0,280.0,True,INTERMEDIATE,5.0,True,0 days 01:06:23.141000,Alpine,ALO,1,True,2022-04-22 12:21:23.153000,Practice 1
248,0 days 00:38:57.607000,11,0 days 00:01:35.476000,9,2,,,0 days 00:00:30.225000,0 days 00:00:32.925000,0 days 00:00:32.326000,0 days 00:37:52.356000,0 days 00:38:25.281000,0 days 00:38:57.607000,189.0,244.0,263.0,247.0,False,WET,10.0,False,0 days 00:37:22.131000,Red Bull Racing,PER,1,True,2022-04-22 11:52:22.143000,Practice 1
253,0 days 01:05:19.009000,11,0 days 00:01:33.012000,14,3,,,0 days 00:00:29.930000,0 days 00:00:31.915000,0 days 00:00:31.167000,0 days 01:04:15.927000,0 days 01:04:47.842000,0 days 01:05:19.009000,192.0,246.0,261.0,276.0,True,INTERMEDIATE,5.0,True,0 days 01:03:45.997000,Red Bull Racing,PER,1,True,2022-04-22 12:18:46.009000,Practice 1
271,0 days 01:07:18.007000,10,0 days 00:01:35.104000,15,2,,,0 days 00:00:30.212000,0 days 00:00:32.646000,0 days 00:00:32.246000,0 days 01:06:13.115000,0 days 01:06:45.761000,0 days 01:07:18.007000,189.0,240.0,258.0,259.0,True,INTERMEDIATE,6.0,True,0 days 01:05:42.903000,AlphaTauri,GAS,1,True,2022-04-22 12:20:42.915000,Practice 1
303,0 days 00:57:48.816000,5,0 days 00:01:35.401000,13,3,,,0 days 00:00:30.724000,0 days 00:00:32.596000,0 days 00:00:32.081000,0 days 00:56:44.139000,0 days 00:57:16.735000,0 days 00:57:48.816000,196.0,242.0,260.0,245.0,False,UNKNOWN,5.0,False,0 days 00:56:13.415000,Aston Martin,VET,1,True,2022-04-22 12:11:13.427000,Practice 1
304,0 days 00:59:23.339000,5,0 days 00:01:34.523000,14,3,,,0 days 00:00:30.064000,0 days 00:00:32.447000,0 days 00:00:32.012000,0 days 00:58:18.880000,0 days 00:58:51.327000,0 days 00:59:23.339000,197.0,244.0,262.0,244.0,False,UNKNOWN,6.0,False,0 days 00:57:48.816000,Aston Martin,VET,1,True,2022-04-22 12:12:48.828000,Practice 1
307,0 days 01:04:18.455000,5,0 days 00:01:33.365000,17,3,,,0 days 00:00:29.483000,0 days 00:00:32.022000,0 days 00:00:31.860000,0 days 01:03:14.573000,0 days 01:03:46.595000,0 days 01:04:18.455000,196.0,247.0,263.0,246.0,True,INTERMEDIATE,,True,0 days 01:02:45.090000,Aston Martin,VET,1,True,2022-04-22 12:17:45.102000,Practice 1
310,0 days 01:15:28.497000,5,0 days 00:01:34.407000,20,4,,,0 days 00:00:29.947000,0 days 00:00:32.456000,0 days 00:00:32.004000,0 days 01:14:24.037000,0 days 01:14:56.493000,0 days 01:15:28.497000,199.0,247.0,266.0,243.0,False,INTERMEDIATE,17.0,False,0 days 01:13:54.090000,Aston Martin,VET,1,True,2022-04-22 12:28:54.102000,Practice 1
321,0 days 00:52:22.595000,4,0 days 00:01:35.502000,9,2,,,0 days 00:00:30.416000,0 days 00:00:32.767000,0 days 00:00:32.319000,0 days 00:51:17.509000,0 days 00:51:50.276000,0 days 00:52:22.595000,183.0,238.0,258.0,256.0,True,INTERMEDIATE,4.0,True,0 days 00:50:47.093000,McLaren,NOR,1,True,2022-04-22 12:05:47.105000,Practice 1
334,0 days 00:58:23.786000,3,0 days 00:01:35.625000,10,2,,,0 days 00:00:29.970000,0 days 00:00:32.892000,0 days 00:00:32.763000,0 days 00:57:18.131000,0 days 00:57:51.023000,0 days 00:58:23.786000,194.0,238.0,257.0,248.0,True,INTERMEDIATE,5.0,True,0 days 00:56:48.161000,McLaren,RIC,1,True,2022-04-22 12:11:48.173000,Practice 1
353,0 days 01:04:51.225000,63,0 days 00:01:35.599000,14,3,,,0 days 00:00:30.217000,0 days 00:00:32.598000,0 days 00:00:32.784000,0 days 01:03:45.843000,0 days 01:04:18.441000,0 days 01:04:51.225000,190.0,241.0,257.0,252.0,False,INTERMEDIATE,3.0,True,0 days 01:03:15.626000,Mercedes,RUS,1,True,2022-04-22 12:18:15.638000,Practice 1
354,0 days 01:06:25.487000,63,0 days 00:01:34.262000,15,3,,,0 days 00:00:30.007000,0 days 00:00:32.229000,0 days 00:00:32.026000,0 days 01:05:21.232000,0 days 01:05:53.461000,0 days 01:06:25.487000,195.0,242.0,258.0,259.0,True,INTERMEDIATE,4.0,True,0 days 01:04:51.225000,Mercedes,RUS,1,True,2022-04-22 12:19:51.237000,Practice 1
375,0 days 01:06:41.186000,77,0 days 00:01:35.177000,15,5,,,0 days 00:00:30.106000,0 days 00:00:33.084000,0 days 00:00:31.987000,0 days 01:05:36.115000,0 days 01:06:09.199000,0 days 01:06:41.186000,192.0,243.0,260.0,254.0,False,INTERMEDIATE,3.0,True,0 days 01:05:06.009000,Alfa Romeo,BOT,1,True,2022-04-22 12:20:06.021000,Practice 1
376,0 days 01:08:15.801000,77,0 days 00:01:34.615000,16,5,,,0 days 00:00:29.843000,0 days 00:00:32.856000,0 days 00:00:31.916000,0 days 01:07:11.029000,0 days 01:07:43.885000,0 days 01:08:15.801000,194.0,245.0,261.0,255.0,True,INTERMEDIATE,4.0,True,0 days 01:06:41.186000,Alfa Romeo,BOT,1,True,2022-04-22 12:21:41.198000,Practice 1
2,0 days 00:23:30.570000,1,0 days 00:01:21.078000,3.0,2.0,,,0 days 00:00:26.201000,0 days 00:00:27.832000,0 days 00:00:27.045000,0 days 00:22:35.693000,0 days 00:23:03.525000,0 days 00:23:30.570000,212.0,249.0,267.0,292.0,False,SOFT,4.0,False,0 days 00:22:09.492000,Red Bull Racing,VER,1,True,2022-04-23 10:37:09.506000,Practice 2
3,0 days 00:24:51.278000,1,0 days 00:01:20.708000,4.0,2.0,,,0 days 00:00:26.123000,0 days 00:00:27.700000,0 days 00:00:26.885000,0 days 00:23:56.693000,0 days 00:24:24.393000,0 days 00:24:51.278000,213.0,248.0,268.0,289.0,False,SOFT,5.0,False,0 days 00:23:30.570000,Red Bull Racing,VER,1,True,2022-04-23 10:38:30.584000,Practice 2
4,0 days 00:26:12.154000,1,0 days 00:01:20.876000,5.0,2.0,,,0 days 00:00:25.908000,0 days 00:00:27.882000,0 days 00:00:27.086000,0 days 00:25:17.186000,0 days 00:25:45.068000,0 days 00:26:12.154000,212.0,251.0,266.0,291.0,False,SOFT,6.0,False,0 days 00:24:51.278000,Red Bull Racing,VER,1,True,2022-04-23 10:39:51.292000,Practice 2
5,0 days 00:27:33.946000,1,0 days 00:01:21.792000,6.0,2.0,,,0 days 00:00:25.982000,0 days 00:00:28.790000,0 days 00:00:27.020000,0 days 00:26:38.136000,0 days 00:27:06.926000,0 days 00:27:33.946000,214.0,227.0,268.0,291.0,False,SOFT,7.0,False,0 days 00:26:12.154000,Red Bull Racing,VER,1,True,2022-04-23 10:41:12.168000,Practice 2
6,0 days 00:28:54.494000,1,0 days 00:01:20.548000,7.0,2.0,,,0 days 00:00:25.913000,0 days 00:00:27.841000,0 days 00:00:26.794000,0 days 00:27:59.859000,0 days 00:28:27.700000,0 days 00:28:54.494000,216.0,251.0,270.0,291.0,False,SOFT,8.0,False,0 days 00:27:33.946000,Red Bull Racing,VER,1,True,2022-04-23 10:42:33.960000,Practice 2
7,0 days 00:30:15.208000,1,0 days 00:01:20.714000,8.0,2.0,,,0 days 00:00:25.828000,0 days 00:00:27.874000,0 days 00:00:27.012000,0 days 00:29:20.322000,0 days 00:29:48.196000,0 days 00:30:15.208000,213.0,248.0,272.0,287.0,False,SOFT,9.0,False,0 days 00:28:54.494000,Red Bull Racing,VER,1,True,2022-04-23 10:43:54.508000,Practice 2
8,0 days 00:31:35.801000,1,0 days 00:01:20.593000,9.0,2.0,,,0 days 00:00:25.825000,0 days 00:00:27.859000,0 days 00:00:26.909000,0 days 00:30:41.033000,0 days 00:31:08.892000,0 days 00:31:35.801000,216.0,249.0,272.0,291.0,False,SOFT,10.0,False,0 days 00:30:15.208000,Red Bull Racing,VER,1,True,2022-04-23 10:45:15.222000,Practice 2
10,0 days 00:34:24.080000,1,0 days 00:01:21.010000,11.0,2.0,,,0 days 00:00:25.902000,0 days 00:00:28.158000,0 days 00:00:26.950000,0 days 00:33:28.972000,0 days 00:33:57.130000,0 days 00:34:24.080000,214.0,244.0,271.0,293.0,False,SOFT,12.0,False,0 days 00:33:03.070000,Red Bull Racing,VER,1,True,2022-04-23 10:48:03.084000,Practice 2
11,0 days 00:35:44.909000,1,0 days 00:01:20.829000,12.0,2.0,,,0 days 00:00:25.877000,0 days 00:00:27.979000,0 days 00:00:26.973000,0 days 00:34:49.957000,0 days 00:35:17.936000,0 days 00:35:44.909000,,246.0,272.0,283.0,False,SOFT,13.0,False,0 days 00:34:24.080000,Red Bull Racing,VER,1,True,2022-04-23 10:49:24.094000,Practice 2
15,0 days 00:50:25.704000,1,0 days 00:01:20.668000,16.0,4.0,,,0 days 00:00:25.984000,0 days 00:00:27.892000,0 days 00:00:26.792000,0 days 00:49:31.020000,0 days 00:49:58.912000,0 days 00:50:25.704000,219.0,250.0,270.0,291.0,False,MEDIUM,4.0,,0 days 00:49:05.036000,Red Bull Racing,VER,1,True,2022-04-23 11:04:05.050000,Practice 2
16,0 days 00:51:46.075000,1,0 days 00:01:20.371000,17.0,4.0,,,0 days 00:00:25.792000,0 days 00:00:27.861000,0 days 00:00:26.718000,0 days 00:50:51.496000,0 days 00:51:19.357000,0 days 00:51:46.075000,217.0,247.0,269.0,291.0,True,MEDIUM,5.0,,0 days 00:50:25.704000,Red Bull Racing,VER,1,True,2022-04-23 11:05:25.718000,Practice 2
17,0 days 00:53:06.679000,1,0 days 00:01:20.604000,18.0,4.0,,,0 days 00:00:25.821000,0 days 00:00:27.956000,0 days 00:00:26.827000,0 days 00:52:11.896000,0 days 00:52:39.852000,0 days 00:53:06.679000,,248.0,268.0,294.0,False,MEDIUM,6.0,,0 days 00:51:46.075000,Red Bull Racing,VER,1,True,2022-04-23 11:06:46.089000,Practice 2
18,0 days 00:54:27.280000,1,0 days 00:01:20.601000,19.0,4.0,,,0 days 00:00:25.851000,0 days 00:00:27.799000,0 days 00:00:26.951000,0 days 00:53:32.530000,0 days 00:54:00.329000,0 days 00:54:27.280000,216.0,248.0,268.0,293.0,False,MEDIUM,7.0,,0 days 00:53:06.679000,Red Bull Racing,VER,1,True,2022-04-23 11:08:06.693000,Practice 2
19,0 days 00:55:47.816000,1,0 days 00:01:20.536000,20.0,4.0,,,0 days 00:00:25.856000,0 days 00:00:27.920000,0 days 00:00:26.760000,0 days 00:54:53.136000,0 days 00:55:21.056000,0 days 00:55:47.816000,218.0,249.0,270.0,294.0,False,MEDIUM,8.0,,0 days 00:54:27.280000,Red Bull Racing,VER,1,True,2022-04-23 11:09:27.294000,Practice 2
20,0 days 00:57:08.609000,1,0 days 00:01:20.793000,21.0,4.0,,,0 days 00:00:25.696000,0 days 00:00:28.057000,0 days 00:00:27.040000,0 days 00:56:13.512000,0 days 00:56:41.569000,0 days 00:57:08.609000,,252.0,270.0,293.0,False,MEDIUM,9.0,,0 days 00:55:47.816000,Red Bull Racing,VER,1,True,2022-04-23 11:10:47.830000,Practice 2
21,0 days 00:58:29.284000,1,0 days 00:01:20.675000,22.0,4.0,,,0 days 00:00:25.857000,0 days 00:00:27.964000,0 days 00:00:26.854000,0 days 00:57:34.466000,0 days 00:58:02.430000,0 days 00:58:29.284000,216.0,251.0,270.0,293.0,False,MEDIUM,10.0,,0 days 00:57:08.609000,Red Bull Racing,VER,1,True,2022-04-23 11:12:08.623000,Practice 2
22,0 days 00:59:50.271000,1,0 days 00:01:20.987000,23.0,4.0,,,0 days 00:00:25.819000,0 days 00:00:28.049000,0 days 00:00:27.119000,0 days 00:58:55.103000,0 days 00:59:23.152000,0 days 00:59:50.271000,218.0,249.0,270.0,292.0,False,MEDIUM,11.0,,0 days 00:58:29.284000,Red Bull Racing,VER,1,True,2022-04-23 11:13:29.298000,Practice 2
23,0 days 01:01:10.919000,1,0 days 00:01:20.648000,24.0,4.0,,,0 days 00:00:25.748000,0 days 00:00:27.944000,0 days 00:00:26.956000,0 days 01:00:16.019000,0 days 01:00:43.963000,0 days 01:01:10.919000,,249.0,271.0,294.0,False,MEDIUM,12.0,,0 days 00:59:50.271000,Red Bull Racing,VER,1,True,2022-04-23 11:14:50.285000,Practice 2
24,0 days 01:02:31.998000,1,0 days 00:01:21.079000,25.0,4.0,,,0 days 00:00:26.030000,0 days 00:00:28.025000,0 days 00:00:27.024000,0 days 01:01:36.949000,0 days 01:02:04.974000,0 days 01:02:31.998000,217.0,251.0,270.0,293.0,False,MEDIUM,13.0,,0 days 01:01:10.919000,Red Bull Racing,VER,1,True,2022-04-23 11:16:10.933000,Practice 2
25,0 days 01:03:53.020000,1,0 days 00:01:21.022000,26.0,4.0,,,0 days 00:00:25.902000,0 days 00:00:28.020000,0 days 00:00:27.100000,0 days 01:02:57.900000,0 days 01:03:25.920000,0 days 01:03:53.020000,218.0,252.0,272.0,293.0,False,MEDIUM,14.0,,0 days 01:02:31.998000,Red Bull Racing,VER,1,True,2022-04-23 11:17:32.012000,Practice 2
26,0 days 01:05:17.176000,1,0 days 00:01:24.156000,27.0,4.0,,,0 days 00:00:25.825000,0 days 00:00:28.276000,0 days 00:00:30.055000,0 days 01:04:18.845000,0 days 01:04:47.121000,0 days 01:05:17.176000,217.0,249.0,271.0,190.0,False,MEDIUM,15.0,,0 days 01:03:53.020000,Red Bull Racing,VER,1,True,2022-04-23 11:18:53.034000,Practice 2
27,0 days 01:06:37.682000,1,0 days 00:01:20.506000,28.0,4.0,,,0 days 00:00:25.675000,0 days 00:00:27.984000,0 days 00:00:26.847000,0 days 01:05:42.851000,0 days 01:06:10.835000,0 days 01:06:37.682000,219.0,252.0,272.0,293.0,False,MEDIUM,16.0,,0 days 01:05:17.176000,Red Bull Racing,VER,1,True,2022-04-23 11:20:17.190000,Practice 2
28,0 days 01:07:58.477000,1,0 days 00:01:20.795000,29.0,4.0,,,0 days 00:00:25.729000,0 days 00:00:28.105000,0 days 00:00:26.961000,0 days 01:07:03.411000,0 days 01:07:31.516000,0 days 01:07:58.477000,216.0,249.0,272.0,288.0,False,MEDIUM,17.0,,0 days 01:06:37.682000,Red Bull Racing,VER,1,True,2022-04-23 11:21:37.696000,Practice 2
30,0 days 01:10:45.509000,1,0 days 00:01:20.522000,31.0,4.0,,,0 days 00:00:25.696000,0 days 00:00:27.967000,0 days 00:00:26.859000,0 days 01:09:50.683000,0 days 01:10:18.650000,0 days 01:10:45.509000,219.0,252.0,274.0,293.0,False,MEDIUM,19.0,,0 days 01:09:24.987000,Red Bull Racing,VER,1,True,2022-04-23 11:24:25.001000,Practice 2
31,0 days 01:12:06.157000,1,0 days 00:01:20.648000,32.0,4.0,,,0 days 00:00:25.670000,0 days 00:00:28.040000,0 days 00:00:26.938000,0 days 01:11:11.179000,0 days 01:11:39.219000,0 days 01:12:06.157000,218.0,249.0,273.0,291.0,False,MEDIUM,20.0,,0 days 01:10:45.509000,Red Bull Racing,VER,1,True,2022-04-23 11:25:45.523000,Practice 2
38,0 days 00:31:57.857000,55,0 days 00:01:21.731000,3.0,2.0,,,0 days 00:00:26.269000,0 days 00:00:28.207000,0 days 00:00:27.255000,0 days 00:31:02.395000,0 days 00:31:30.602000,0 days 00:31:57.857000,212.0,250.0,269.0,283.0,False,SOFT,4.0,False,0 days 00:30:36.126000,Ferrari,SAI,1,True,2022-04-23 10:45:36.140000,Practice 2
39,0 days 00:33:20.178000,55,0 days 00:01:22.321000,4.0,2.0,,,0 days 00:00:26.523000,0 days 00:00:28.473000,0 days 00:00:27.325000,0 days 00:32:24.380000,0 days 00:32:52.853000,0 days 00:33:20.178000,209.0,247.0,269.0,282.0,False,SOFT,5.0,False,0 days 00:31:57.857000,Ferrari,SAI,1,True,2022-04-23 10:46:57.871000,Practice 2
40,0 days 00:34:42.565000,55,0 days 00:01:22.387000,5.0,2.0,,,0 days 00:00:26.475000,0 days 00:00:28.577000,0 days 00:00:27.335000,0 days 00:33:46.653000,0 days 00:34:15.230000,0 days 00:34:42.565000,210.0,249.0,270.0,283.0,False,SOFT,6.0,False,0 days 00:33:20.178000,Ferrari,SAI,1,True,2022-04-23 10:48:20.192000,Practice 2
41,0 days 00:36:04.793000,55,0 days 00:01:22.228000,6.0,2.0,,,0 days 00:00:26.327000,0 days 00:00:28.530000,0 days 00:00:27.371000,0 days 00:35:08.892000,0 days 00:35:37.422000,0 days 00:36:04.793000,209.0,251.0,268.0,285.0,False,SOFT,7.0,False,0 days 00:34:42.565000,Ferrari,SAI,1,True,2022-04-23 10:49:42.579000,Practice 2
42,0 days 00:37:27.175000,55,0 days 00:01:22.382000,7.0,2.0,,,0 days 00:00:26.589000,0 days 00:00:28.450000,0 days 00:00:27.343000,0 days 00:36:31.382000,0 days 00:36:59.832000,0 days 00:37:27.175000,212.0,251.0,269.0,285.0,False,SOFT,8.0,False,0 days 00:36:04.793000,Ferrari,SAI,1,True,2022-04-23 10:51:04.807000,Practice 2
