,Lap,Tyre,LapTimeSeconds,DeltaDeg,FuelDeg,AdjustedTime,FinalLapTime,TimeStr
0,1,SOFT,77.5885,0.28375,0.045000000000000005,77.87225,77.82724999999999,01:17.827
1,2,SOFT,77.5885,0.32205625,0.09000000000000001,77.91055625,77.82055625,01:17.820
2,3,SOFT,77.5885,0.36553384375,0.135,77.95403384375,77.81903384374999,01:17.819
3,4,SOFT,77.5885,0.41488091265625,0.18000000000000002,78.00338091265624,77.82338091265623,01:17.823
4,5,SOFT,77.5885,0.47088983586484373,0.22500000000000003,78.05938983586483,77.83438983586484,01:17.834
5,6,SOFT,77.5885,0.5344599637065977,0.27,78.12295996370659,77.8529599637066,01:17.852
6,7,SOFT,77.5885,0.6066120588069883,0.31500000000000006,78.19511205880698,77.88011205880699,01:17.880
7,8,SOFT,77.5885,0.6885046867459318,0.36000000000000004,78.27700468674593,77.91700468674593,01:17.917
8,9,SOFT,77.5885,0.7814528194566326,0.405,78.36995281945663,77.96495281945663,01:17.964
9,10,SOFT,77.5885,0.886948950083278,0.45000000000000007,78.47544895008328,78.02544895008327,01:18.025
10,11,SOFT,77.5885,1.0066870583445207,0.49500000000000005,78.59518705834452,78.10018705834452,01:18.100
11,12,SOFT,77.5885,1.1425898112210309,0.54,78.73108981122103,78.19108981122102,01:18.191
12,13,SOFT,77.5885,1.2968394357358701,0.5850000000000001,78.88533943573587,78.30033943573588,01:18.300
13,14,SOFT,77.5885,1.4719127595602126,0.6300000000000001,79.06041275956021,78.43041275956021,01:18.430
14,15,SOFT,77.5885,1.6706209821008413,0.675,79.25912098210084,78.58412098210084,01:18.584
15,16,SOFT,77.5885,1.896154814684455,0.7200000000000001,79.48465481468445,78.76465481468445,01:18.764
16,17,SOFT,77.5885,2.1521357146668563,0.7650000000000001,79.74063571466685,78.97563571466685,01:18.975
17,18,SOFT,77.5885,2.4426740361468817,0.81,80.03117403614688,79.22117403614688,01:19.221
18,19,SOFT,77.5885,2.7724350310267107,0.8550000000000001,80.36093503102671,79.50593503102671,01:19.505
19,20,SOFT,77.5885,3.1467137602153166,0.9000000000000001,80.73521376021532,79.83521376021531,01:19.835
20,21,SOFT,77.5885,3.5715201178443845,0.9450000000000001,81.16002011784438,80.21502011784439,01:20.215
21,22,SOFT,77.5885,4.053675333753376,0.9900000000000001,81.64217533375337,80.65217533375338,01:20.652
22,23,SOFT,77.5885,4.600921503810082,1.0350000000000001,82.18942150381008,81.15442150381008,01:21.154
23,24,SOFT,77.5885,5.222045906824444,1.08,82.81054590682444,81.73054590682445,01:21.730
24,25,SOFT,77.5885,5.927022104245744,1.1250000000000002,83.51552210424575,82.39052210424575,01:22.390
25,26,SOFT,77.5885,6.727170088318919,1.1700000000000002,84.31567008831891,83.14567008831891,01:23.145
26,27,SOFT,77.5885,7.635338050241973,1.215,85.22383805024197,84.00883805024196,01:24.008
27,28,SOFT,77.5885,8.66610868702464,1.2600000000000002,86.25460868702464,84.99460868702464,01:24.994
28,29,SOFT,77.5885,9.836033359772966,1.3050000000000002,87.42453335977297,86.11953335977296,01:26.119
29,30,SOFT,77.5885,11.163897863342315,1.35,88.75239786334231,87.40239786334232,01:27.402
30,31,SOFT,77.5885,12.671024074893529,1.3950000000000002,90.25952407489352,88.86452407489352,01:28.864
31,32,SOFT,77.5885,14.381612325004156,1.4400000000000002,91.97011232500415,90.53011232500415,01:30.530
32,33,SOFT,77.5885,16.323129988879717,1.485,93.91162998887971,92.42662998887971,01:32.426
33,34,SOFT,77.5885,18.526752537378478,1.5300000000000002,96.11525253737847,94.58525253737847,01:34.585
34,35,SOFT,77.5885,21.027864129924573,1.5750000000000002,98.61636412992456,97.04136412992456,01:37.041
35,36,SOFT,77.5885,23.86662578746439,1.62,101.45512578746438,99.83512578746438,01:39.835
36,37,SOFT,77.5885,27.088620268772083,1.6650000000000003,104.67712026877209,103.01212026877208,01:43.012
37,38,SOFT,77.5885,30.745584005056315,1.7100000000000002,108.33408400505631,106.62408400505632,01:46.624
38,39,SOFT,77.5885,34.896237845738916,1.7550000000000001,112.48473784573892,110.72973784573892,01:50.729
39,40,SOFT,77.5885,39.60722995491367,1.8000000000000003,117.19572995491367,115.39572995491368,01:55.395
40,41,SOFT,77.5885,44.954205998827014,1.8450000000000002,122.54270599882702,120.69770599882702,02:00.697
41,42,SOFT,77.5885,51.02302380866866,1.8900000000000001,128.61152380866866,126.72152380866866,02:06.721
42,43,SOFT,77.5885,57.91113202283893,1.9350000000000003,135.4996320228389,133.5646320228389,02:13.564
43,44,SOFT,77.5885,65.72913484592219,1.9800000000000002,143.31763484592219,141.3376348459222,02:21.337
44,45,SOFT,77.5885,74.60256805012169,2.0250000000000004,152.1910680501217,150.16606805012168,02:30.166
45,46,SOFT,77.5885,84.67391473688812,2.0700000000000003,162.2624147368881,160.1924147368881,02:40.192
46,47,SOFT,77.5885,96.10489322636802,2.115,173.69339322636802,171.578393226368,02:51.578
47,48,SOFT,77.5885,109.07905381192771,2.16,186.6675538119277,184.5075538119277,03:04.507
48,49,SOFT,77.5885,123.80472607653795,2.205,201.39322607653793,199.18822607653792,03:19.188
49,50,SOFT,77.5885,140.51836409687056,2.2500000000000004,218.10686409687054,215.85686409687054,03:35.856
50,51,SOFT,77.5885,159.4883432499481,2.2950000000000004,237.07684324994807,234.78184324994808,03:54.781
51,52,SOFT,77.5885,181.0192695886911,2.3400000000000003,258.6077695886911,256.2677695886911,04:16.267
52,53,SOFT,77.5885,205.45687098316438,2.3850000000000002,283.0453709831644,280.6603709831644,04:40.660
53,54,SOFT,77.5885,233.19354856589158,2.43,310.78204856589156,308.35204856589155,05:08.352
54,55,SOFT,77.5885,264.67467762228694,2.475,342.26317762228695,339.7881776222869,05:39.788
55,56,SOFT,77.5885,300.4057591012957,2.5200000000000005,377.9942591012957,375.47425910129573,06:15.474
56,57,SOFT,77.5885,340.9605365799706,2.5650000000000004,418.5490365799706,415.9840365799706,06:55.984
57,58,SOFT,77.5885,386.9902090182666,2.6100000000000003,464.57870901826664,461.9687090182666,07:41.968
