,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,Session
35,0 days 00:29:37.060000,55,0 days 00:01:15.882000,10,1,,,0 days 00:00:19.875000,0 days 00:00:35.587000,0 days 00:00:20.420000,0 days 00:28:41.053000,0 days 00:29:16.640000,0 days 00:29:37.060000,207.0,184.0,263.0,276.0,False,MEDIUM,10.0,True,0 days 00:28:21.178000,Ferrari,SAI,1,True,2022-05-27 12:13:22.112000,Practice 1
44,0 days 01:04:01.471000,55,0 days 00:01:14.601000,19,3,,,0 days 00:00:19.678000,0 days 00:00:35.057000,0 days 00:00:19.866000,0 days 01:03:06.548000,0 days 01:03:41.605000,0 days 01:04:01.471000,211.0,196.0,265.0,276.0,True,MEDIUM,7.0,True,0 days 01:02:46.870000,Ferrari,SAI,2,True,2022-05-27 12:47:47.804000,Practice 1
50,0 days 01:14:07.356000,55,0 days 00:01:15.030000,25,4,,,0 days 00:00:19.851000,0 days 00:00:35.139000,0 days 00:00:20.040000,0 days 01:13:12.177000,0 days 01:13:47.316000,0 days 01:14:07.356000,207.0,197.0,264.0,274.0,False,MEDIUM,13.0,False,0 days 01:12:52.326000,Ferrari,SAI,1,True,2022-05-27 12:57:53.260000,Practice 1
51,0 days 01:15:25.339000,55,0 days 00:01:17.983000,26,4,,,0 days 00:00:20.465000,0 days 00:00:36.596000,0 days 00:00:20.922000,0 days 01:14:27.821000,0 days 01:15:04.417000,0 days 01:15:25.339000,192.0,187.0,255.0,275.0,False,MEDIUM,14.0,False,0 days 01:14:07.356000,Ferrari,SAI,1,True,2022-05-27 12:59:08.290000,Practice 1
60,0 days 00:26:24.396000,47,0 days 00:01:19.184000,7,1,,,0 days 00:00:20.965000,0 days 00:00:37.097000,0 days 00:00:21.122000,0 days 00:25:26.177000,0 days 00:26:03.274000,0 days 00:26:24.396000,196.0,185.0,263.0,277.0,False,HARD,,True,0 days 00:25:05.212000,Haas F1 Team,MSC,1,True,2022-05-27 12:10:06.146000,Practice 1
63,0 days 00:30:58.472000,47,0 days 00:01:19.663000,10,1,,,0 days 00:00:21.212000,0 days 00:00:37.276000,0 days 00:00:21.175000,0 days 00:30:00.021000,0 days 00:30:37.297000,0 days 00:30:58.472000,184.0,183.0,256.0,276.0,False,HARD,,True,0 days 00:29:38.809000,Haas F1 Team,MSC,2,True,2022-05-27 12:14:39.743000,Practice 1
64,0 days 00:32:17.108000,47,0 days 00:01:18.636000,11,1,,,0 days 00:00:21.111000,0 days 00:00:36.652000,0 days 00:00:20.873000,0 days 00:31:19.583000,0 days 00:31:56.235000,0 days 00:32:17.108000,197.0,187.0,263.0,275.0,True,HARD,,True,0 days 00:30:58.472000,Haas F1 Team,MSC,1,True,2022-05-27 12:15:59.406000,Practice 1
68,0 days 00:21:43.197000,44,0 days 00:01:18.465000,3,1,,,0 days 00:00:20.950000,0 days 00:00:36.621000,0 days 00:00:20.894000,0 days 00:20:45.682000,0 days 00:21:22.303000,0 days 00:21:43.197000,199.0,188.0,262.0,272.0,False,HARD,3.0,True,0 days 00:20:24.732000,Mercedes,HAM,1,True,2022-05-27 12:05:25.666000,Practice 1
70,0 days 00:24:31.459000,44,0 days 00:01:16.753000,5,1,,,0 days 00:00:20.463000,0 days 00:00:35.870000,0 days 00:00:20.420000,0 days 00:23:35.169000,0 days 00:24:11.039000,0 days 00:24:31.459000,202.0,193.0,262.0,274.0,False,HARD,5.0,True,0 days 00:23:14.706000,Mercedes,HAM,1,True,2022-05-27 12:08:15.640000,Practice 1
74,0 days 00:42:01.948000,44,0 days 00:01:15.971000,9,2,,,0 days 00:00:20.203000,0 days 00:00:35.640000,0 days 00:00:20.128000,0 days 00:41:06.180000,0 days 00:41:41.820000,0 days 00:42:01.948000,207.0,194.0,264.0,274.0,False,MEDIUM,3.0,True,0 days 00:40:45.977000,Mercedes,HAM,1,True,2022-05-27 12:25:46.911000,Practice 1
76,0 days 00:44:59.678000,44,0 days 00:01:15.499000,11,2,,,0 days 00:00:20.056000,0 days 00:00:35.427000,0 days 00:00:20.016000,0 days 00:44:04.235000,0 days 00:44:39.662000,0 days 00:44:59.678000,208.0,196.0,263.0,273.0,True,MEDIUM,5.0,True,0 days 00:43:44.179000,Mercedes,HAM,1,True,2022-05-27 12:28:45.113000,Practice 1
82,0 days 01:01:34.352000,44,0 days 00:01:18.411000,17,4,,,0 days 00:00:20.824000,0 days 00:00:36.665000,0 days 00:00:20.922000,0 days 01:00:36.765000,0 days 01:01:13.430000,0 days 01:01:34.352000,197.0,187.0,252.0,269.0,False,HARD,10.0,False,0 days 01:00:15.941000,Mercedes,HAM,1,True,2022-05-27 12:45:16.875000,Practice 1
83,0 days 01:02:52.219000,44,0 days 00:01:17.867000,18,4,,,0 days 00:00:20.660000,0 days 00:00:36.442000,0 days 00:00:20.765000,0 days 01:01:55.012000,0 days 01:02:31.454000,0 days 01:02:52.219000,204.0,188.0,251.0,270.0,False,HARD,11.0,False,0 days 01:01:34.352000,Mercedes,HAM,2,True,2022-05-27 12:46:35.286000,Practice 1
84,0 days 01:04:10.401000,44,0 days 00:01:18.182000,19,4,,,0 days 00:00:20.612000,0 days 00:00:36.814000,0 days 00:00:20.756000,0 days 01:03:12.831000,0 days 01:03:49.645000,0 days 01:04:10.401000,203.0,190.0,251.0,269.0,False,HARD,12.0,False,0 days 01:02:52.219000,Mercedes,HAM,2,True,2022-05-27 12:47:53.153000,Practice 1
85,0 days 01:05:29.054000,44,0 days 00:01:18.653000,20,4,,,0 days 00:00:20.695000,0 days 00:00:37.122000,0 days 00:00:20.836000,0 days 01:04:31.096000,0 days 01:05:08.218000,0 days 01:05:29.054000,205.0,188.0,250.0,264.0,False,HARD,13.0,False,0 days 01:04:10.401000,Mercedes,HAM,1,True,2022-05-27 12:49:11.335000,Practice 1
86,0 days 01:06:46.858000,44,0 days 00:01:17.804000,21,4,,,0 days 00:00:20.721000,0 days 00:00:36.472000,0 days 00:00:20.611000,0 days 01:05:49.775000,0 days 01:06:26.247000,0 days 01:06:46.858000,203.0,190.0,252.0,264.0,False,HARD,14.0,False,0 days 01:05:29.054000,Mercedes,HAM,1,True,2022-05-27 12:50:29.988000,Practice 1
87,0 days 01:08:05.212000,44,0 days 00:01:18.354000,22,4,,,0 days 00:00:20.478000,0 days 00:00:36.784000,0 days 00:00:21.092000,0 days 01:07:07.336000,0 days 01:07:44.120000,0 days 01:08:05.212000,204.0,189.0,253.0,270.0,False,HARD,15.0,False,0 days 01:06:46.858000,Mercedes,HAM,2,True,2022-05-27 12:51:47.792000,Practice 1
88,0 days 01:09:23.907000,44,0 days 00:01:18.695000,23,4,,,0 days 00:00:20.895000,0 days 00:00:37.032000,0 days 00:00:20.768000,0 days 01:08:26.107000,0 days 01:09:03.139000,0 days 01:09:23.907000,195.0,190.0,251.0,268.0,False,HARD,16.0,False,0 days 01:08:05.212000,Mercedes,HAM,1,True,2022-05-27 12:53:06.146000,Practice 1
98,0 days 00:21:56.977000,31,0 days 00:01:19.275000,4,1,,,0 days 00:00:21.306000,0 days 00:00:36.896000,0 days 00:00:21.073000,0 days 00:20:59.008000,0 days 00:21:35.904000,0 days 00:21:56.977000,183.0,183.0,261.0,274.0,False,HARD,4.0,True,0 days 00:20:37.702000,Alpine,OCO,1,True,2022-05-27 12:05:38.636000,Practice 1
99,0 days 00:23:15.783000,31,0 days 00:01:18.806000,5,1,,,0 days 00:00:20.964000,0 days 00:00:36.738000,0 days 00:00:21.104000,0 days 00:22:17.941000,0 days 00:22:54.679000,0 days 00:23:15.783000,191.0,183.0,263.0,274.0,False,HARD,5.0,True,0 days 00:21:56.977000,Alpine,OCO,1,True,2022-05-27 12:06:57.911000,Practice 1
109,0 days 01:05:56.068000,31,0 days 00:01:17.512000,15,3,,,0 days 00:00:20.885000,0 days 00:00:36.073000,0 days 00:00:20.554000,0 days 01:04:59.441000,0 days 01:05:35.514000,0 days 01:05:56.068000,190.0,188.0,260.0,272.0,False,MEDIUM,4.0,True,0 days 01:04:38.556000,Alpine,OCO,1,True,2022-05-27 12:49:39.490000,Practice 1
111,0 days 01:08:36.112000,31,0 days 00:01:16.782000,17,3,,,0 days 00:00:20.472000,0 days 00:00:36.006000,0 days 00:00:20.304000,0 days 01:07:39.802000,0 days 01:08:15.808000,0 days 01:08:36.112000,195.0,190.0,260.0,271.0,False,MEDIUM,6.0,True,0 days 01:07:19.330000,Alpine,OCO,2,True,2022-05-27 12:52:20.264000,Practice 1
112,0 days 01:09:52.427000,31,0 days 00:01:16.315000,18,3,,,0 days 00:00:20.277000,0 days 00:00:35.774000,0 days 00:00:20.264000,0 days 01:08:56.389000,0 days 01:09:32.163000,0 days 01:09:52.427000,198.0,191.0,261.0,272.0,True,MEDIUM,7.0,True,0 days 01:08:36.112000,Alpine,OCO,1,True,2022-05-27 12:53:37.046000,Practice 1
114,0 days 01:12:43.177000,31,0 days 00:01:17.860000,20,3,,,0 days 00:00:20.479000,0 days 00:00:36.502000,0 days 00:00:20.879000,0 days 01:11:45.796000,0 days 01:12:22.298000,0 days 01:12:43.177000,197.0,185.0,261.0,273.0,False,MEDIUM,9.0,True,0 days 01:11:25.317000,Alpine,OCO,1,True,2022-05-27 12:56:26.251000,Practice 1
116,0 days 01:15:24.483000,31,0 days 00:01:18.818000,22,3,,,0 days 00:00:20.478000,0 days 00:00:36.542000,0 days 00:00:21.798000,0 days 01:14:26.143000,0 days 01:15:02.685000,0 days 01:15:24.483000,,170.0,240.0,274.0,False,MEDIUM,11.0,True,0 days 01:14:05.665000,Alpine,OCO,1,True,2022-05-27 12:59:06.599000,Practice 1
122,0 days 00:21:45.886000,24,0 days 00:01:18.993000,4,1,,,0 days 00:00:20.980000,0 days 00:00:36.958000,0 days 00:00:21.055000,0 days 00:20:47.873000,0 days 00:21:24.831000,0 days 00:21:45.886000,185.0,186.0,261.0,273.0,False,HARD,4.0,True,0 days 00:20:26.893000,Alfa Romeo,ZHO,1,True,2022-05-27 12:05:27.827000,Practice 1
124,0 days 00:24:42.361000,24,0 days 00:01:18.690000,6,1,,,0 days 00:00:21.157000,0 days 00:00:36.792000,0 days 00:00:20.741000,0 days 00:23:44.828000,0 days 00:24:21.620000,0 days 00:24:42.361000,194.0,187.0,263.0,272.0,False,HARD,6.0,True,0 days 00:23:23.671000,Alfa Romeo,ZHO,1,True,2022-05-27 12:08:24.605000,Practice 1
126,0 days 00:27:29.299000,24,0 days 00:01:18.350000,8,1,,,0 days 00:00:20.961000,0 days 00:00:36.717000,0 days 00:00:20.672000,0 days 00:26:31.910000,0 days 00:27:08.627000,0 days 00:27:29.299000,196.0,188.0,261.0,272.0,False,HARD,8.0,True,0 days 00:26:10.949000,Alfa Romeo,ZHO,1,True,2022-05-27 12:11:11.883000,Practice 1
127,0 days 00:28:47.045000,24,0 days 00:01:17.746000,9,1,,,0 days 00:00:20.772000,0 days 00:00:36.386000,0 days 00:00:20.588000,0 days 00:27:50.071000,0 days 00:28:26.457000,0 days 00:28:47.045000,200.0,190.0,260.0,270.0,False,HARD,9.0,True,0 days 00:27:29.299000,Alfa Romeo,ZHO,1,True,2022-05-27 12:12:30.233000,Practice 1
130,0 days 00:42:42.300000,24,0 days 00:01:17.531000,12,2,,,0 days 00:00:20.819000,0 days 00:00:36.330000,0 days 00:00:20.382000,0 days 00:41:45.588000,0 days 00:42:21.918000,0 days 00:42:42.300000,196.0,190.0,261.0,270.0,False,MEDIUM,3.0,True,0 days 00:41:24.769000,Alfa Romeo,ZHO,1,True,2022-05-27 12:26:25.703000,Practice 1
132,0 days 00:45:33.060000,24,0 days 00:01:16.417000,14,2,,,0 days 00:00:20.452000,0 days 00:00:35.719000,0 days 00:00:20.246000,0 days 00:44:37.095000,0 days 00:45:12.814000,0 days 00:45:33.060000,200.0,191.0,262.0,272.0,True,MEDIUM,5.0,True,0 days 00:44:16.643000,Alfa Romeo,ZHO,1,True,2022-05-27 12:29:17.577000,Practice 1
136,0 days 00:51:31.531000,24,0 days 00:01:17.851000,18,2,,,0 days 00:00:20.490000,0 days 00:00:36.480000,0 days 00:00:20.881000,0 days 00:50:34.170000,0 days 00:51:10.650000,0 days 00:51:31.531000,207.0,187.0,263.0,272.0,False,MEDIUM,9.0,True,0 days 00:50:13.680000,Alfa Romeo,ZHO,1,True,2022-05-27 12:35:14.614000,Practice 1
139,0 days 00:56:00.415000,24,0 days 00:01:16.868000,21,2,,,0 days 00:00:20.360000,0 days 00:00:36.008000,0 days 00:00:20.500000,0 days 00:55:03.907000,0 days 00:55:39.915000,0 days 00:56:00.415000,204.0,190.0,263.0,270.0,False,MEDIUM,12.0,True,0 days 00:54:43.547000,Alfa Romeo,ZHO,1,True,2022-05-27 12:39:44.481000,Practice 1
150,0 days 00:22:05.266000,23,0 days 00:01:18.588000,5,1,,,0 days 00:00:20.841000,0 days 00:00:36.835000,0 days 00:00:20.912000,0 days 00:21:07.519000,0 days 00:21:44.354000,0 days 00:22:05.266000,189.0,180.0,263.0,278.0,False,HARD,5.0,True,0 days 00:20:46.678000,Williams,ALB,1,True,2022-05-27 12:05:47.612000,Practice 1
151,0 days 00:23:24.094000,23,0 days 00:01:18.828000,6,1,,,0 days 00:00:20.895000,0 days 00:00:36.765000,0 days 00:00:21.168000,0 days 00:22:26.161000,0 days 00:23:02.926000,0 days 00:23:24.094000,,184.0,262.0,278.0,False,HARD,6.0,True,0 days 00:22:05.266000,Williams,ALB,1,True,2022-05-27 12:07:06.200000,Practice 1
153,0 days 00:26:21.451000,23,0 days 00:01:18.137000,8,1,,,0 days 00:00:20.723000,0 days 00:00:36.709000,0 days 00:00:20.705000,0 days 00:25:24.037000,0 days 00:26:00.746000,0 days 00:26:21.451000,193.0,187.0,263.0,279.0,False,HARD,8.0,True,0 days 00:25:03.314000,Williams,ALB,1,True,2022-05-27 12:10:04.248000,Practice 1
154,0 days 00:27:39.493000,23,0 days 00:01:18.042000,9,1,,,0 days 00:00:20.610000,0 days 00:00:36.719000,0 days 00:00:20.713000,0 days 00:26:42.061000,0 days 00:27:18.780000,0 days 00:27:39.493000,192.0,186.0,262.0,278.0,False,HARD,9.0,True,0 days 00:26:21.451000,Williams,ALB,1,True,2022-05-27 12:11:22.385000,Practice 1
156,0 days 00:30:31.492000,23,0 days 00:01:17.995000,11,1,,,0 days 00:00:20.490000,0 days 00:00:36.705000,0 days 00:00:20.800000,0 days 00:29:33.987000,0 days 00:30:10.692000,0 days 00:30:31.492000,193.0,189.0,264.0,277.0,False,HARD,11.0,True,0 days 00:29:13.497000,Williams,ALB,1,True,2022-05-27 12:14:14.431000,Practice 1
158,0 days 00:33:21.096000,23,0 days 00:01:17.511000,13,1,,,0 days 00:00:20.436000,0 days 00:00:36.448000,0 days 00:00:20.627000,0 days 00:32:24.021000,0 days 00:33:00.469000,0 days 00:33:21.096000,195.0,189.0,263.0,278.0,False,HARD,13.0,True,0 days 00:32:03.585000,Williams,ALB,1,True,2022-05-27 12:17:04.519000,Practice 1
161,0 days 00:45:04.733000,23,0 days 00:01:16.452000,16,2,,,0 days 00:00:20.161000,0 days 00:00:35.952000,0 days 00:00:20.339000,0 days 00:44:08.442000,0 days 00:44:44.394000,0 days 00:45:04.733000,198.0,189.0,262.0,278.0,False,SOFT,3.0,True,0 days 00:43:48.281000,Williams,ALB,1,True,2022-05-27 12:28:49.215000,Practice 1
165,0 days 00:51:22.397000,23,0 days 00:01:16.177000,20,2,,,0 days 00:00:20.188000,0 days 00:00:35.742000,0 days 00:00:20.247000,0 days 00:50:26.408000,0 days 00:51:02.150000,0 days 00:51:22.397000,199.0,190.0,262.0,275.0,False,SOFT,7.0,True,0 days 00:50:06.220000,Williams,ALB,1,True,2022-05-27 12:35:07.154000,Practice 1
167,0 days 00:54:17.525000,23,0 days 00:01:16.110000,22,2,,,0 days 00:00:20.124000,0 days 00:00:35.836000,0 days 00:00:20.150000,0 days 00:53:21.539000,0 days 00:53:57.375000,0 days 00:54:17.525000,198.0,194.0,261.0,276.0,True,SOFT,9.0,True,0 days 00:53:01.415000,Williams,ALB,1,True,2022-05-27 12:38:02.349000,Practice 1
169,0 days 00:57:15.791000,23,0 days 00:01:16.140000,24,2,,,0 days 00:00:20.039000,0 days 00:00:35.859000,0 days 00:00:20.242000,0 days 00:56:19.690000,0 days 00:56:55.549000,0 days 00:57:15.791000,200.0,192.0,262.0,276.0,False,SOFT,11.0,True,0 days 00:55:59.651000,Williams,ALB,1,True,2022-05-27 12:41:00.585000,Practice 1
172,0 days 01:01:48.581000,23,0 days 00:01:16.860000,27,2,,,0 days 00:00:20.130000,0 days 00:00:36.092000,0 days 00:00:20.638000,0 days 01:00:51.851000,0 days 01:01:27.943000,0 days 01:01:48.581000,196.0,192.0,262.0,277.0,False,SOFT,14.0,True,0 days 01:00:31.721000,Williams,ALB,1,True,2022-05-27 12:45:32.655000,Practice 1
175,0 days 01:06:22.062000,23,0 days 00:01:18.707000,30,3,,,0 days 00:00:21.032000,0 days 00:00:36.873000,0 days 00:00:20.802000,0 days 01:05:24.387000,0 days 01:06:01.260000,0 days 01:06:22.062000,186.0,187.0,256.0,277.0,False,HARD,17.0,False,0 days 01:05:03.355000,Williams,ALB,1,True,2022-05-27 12:50:04.289000,Practice 1
176,0 days 01:07:40.850000,23,0 days 00:01:18.788000,31,3,,,0 days 00:00:20.715000,0 days 00:00:37.011000,0 days 00:00:21.062000,0 days 01:06:42.777000,0 days 01:07:19.788000,0 days 01:07:40.850000,190.0,171.0,258.0,278.0,False,HARD,18.0,False,0 days 01:06:22.062000,Williams,ALB,2,True,2022-05-27 12:51:22.996000,Practice 1
178,0 days 01:10:20.044000,23,0 days 00:01:18.889000,33,3,,,0 days 00:00:20.794000,0 days 00:00:37.012000,0 days 00:00:21.083000,0 days 01:09:21.949000,0 days 01:09:58.961000,0 days 01:10:20.044000,191.0,188.0,257.0,279.0,False,HARD,20.0,False,0 days 01:09:01.155000,Williams,ALB,1,True,2022-05-27 12:54:02.089000,Practice 1
179,0 days 01:11:39.359000,23,0 days 00:01:19.315000,34,3,,,0 days 00:00:20.935000,0 days 00:00:37.399000,0 days 00:00:20.981000,0 days 01:10:40.979000,0 days 01:11:18.378000,0 days 01:11:39.359000,193.0,188.0,257.0,279.0,False,HARD,21.0,False,0 days 01:10:20.044000,Williams,ALB,1,True,2022-05-27 12:55:20.978000,Practice 1
180,0 days 01:12:58.961000,23,0 days 00:01:19.602000,35,3,,,0 days 00:00:20.619000,0 days 00:00:37.428000,0 days 00:00:21.555000,0 days 01:11:59.978000,0 days 01:12:37.406000,0 days 01:12:58.961000,194.0,182.0,257.0,280.0,False,HARD,22.0,False,0 days 01:11:39.359000,Williams,ALB,1,True,2022-05-27 12:56:40.293000,Practice 1
188,0 days 00:22:25.800000,22,0 days 00:01:18.781000,4,1,,,0 days 00:00:20.717000,0 days 00:00:37.013000,0 days 00:00:21.051000,0 days 00:21:27.736000,0 days 00:22:04.749000,0 days 00:22:25.800000,200.0,183.0,260.0,276.0,False,HARD,4.0,True,0 days 00:21:07.019000,AlphaTauri,TSU,1,True,2022-05-27 12:06:07.953000,Practice 1
189,0 days 00:23:44.453000,22,0 days 00:01:18.653000,5,1,,,0 days 00:00:20.494000,0 days 00:00:36.810000,0 days 00:00:21.349000,0 days 00:22:46.294000,0 days 00:23:23.104000,0 days 00:23:44.453000,202.0,181.0,261.0,276.0,False,HARD,5.0,True,0 days 00:22:25.800000,AlphaTauri,TSU,1,True,2022-05-27 12:07:26.734000,Practice 1
191,0 days 00:26:43.370000,22,0 days 00:01:18.108000,7,1,,,0 days 00:00:20.548000,0 days 00:00:36.724000,0 days 00:00:20.836000,0 days 00:25:45.810000,0 days 00:26:22.534000,0 days 00:26:43.370000,198.0,184.0,263.0,277.0,False,HARD,7.0,True,0 days 00:25:25.262000,AlphaTauri,TSU,1,True,2022-05-27 12:10:26.196000,Practice 1
193,0 days 00:29:26.174000,22,0 days 00:01:17.637000,9,1,,,0 days 00:00:20.253000,0 days 00:00:36.670000,0 days 00:00:20.714000,0 days 00:28:28.790000,0 days 00:29:05.460000,0 days 00:29:26.174000,202.0,187.0,262.0,276.0,False,HARD,9.0,True,0 days 00:28:08.537000,AlphaTauri,TSU,1,True,2022-05-27 12:13:09.471000,Practice 1
195,0 days 00:32:14.179000,22,0 days 00:01:17.632000,11,1,,,0 days 00:00:20.438000,0 days 00:00:36.560000,0 days 00:00:20.634000,0 days 00:31:16.985000,0 days 00:31:53.545000,0 days 00:32:14.179000,206.0,187.0,262.0,275.0,False,HARD,11.0,True,0 days 00:30:56.547000,AlphaTauri,TSU,1,True,2022-05-27 12:15:57.481000,Practice 1
199,0 days 00:44:40.021000,22,0 days 00:01:17.284000,15,2,,,0 days 00:00:20.778000,0 days 00:00:36.004000,0 days 00:00:20.502000,0 days 00:43:43.515000,0 days 00:44:19.519000,0 days 00:44:40.021000,201.0,187.0,261.0,274.0,False,MEDIUM,3.0,True,0 days 00:43:22.737000,AlphaTauri,TSU,1,True,2022-05-27 12:28:23.671000,Practice 1
200,0 days 00:45:56.173000,22,0 days 00:01:16.152000,16,2,,,0 days 00:00:20.010000,0 days 00:00:35.808000,0 days 00:00:20.334000,0 days 00:45:00.031000,0 days 00:45:35.839000,0 days 00:45:56.173000,208.0,190.0,262.0,277.0,False,MEDIUM,4.0,True,0 days 00:44:40.021000,AlphaTauri,TSU,1,True,2022-05-27 12:29:40.955000,Practice 1
202,0 days 00:48:47.130000,22,0 days 00:01:15.631000,18,2,,,0 days 00:00:20.036000,0 days 00:00:35.461000,0 days 00:00:20.134000,0 days 00:47:51.535000,0 days 00:48:26.996000,0 days 00:48:47.130000,208.0,192.0,263.0,278.0,False,MEDIUM,6.0,True,0 days 00:47:31.499000,AlphaTauri,TSU,1,True,2022-05-27 12:32:32.433000,Practice 1
206,0 days 00:54:35.563000,22,0 days 00:01:15.536000,22,2,,,0 days 00:00:19.868000,0 days 00:00:35.535000,0 days 00:00:20.133000,0 days 00:53:39.895000,0 days 00:54:15.430000,0 days 00:54:35.563000,208.0,192.0,262.0,277.0,True,MEDIUM,10.0,True,0 days 00:53:20.027000,AlphaTauri,TSU,1,True,2022-05-27 12:38:20.961000,Practice 1
214,0 days 01:06:56.736000,22,0 days 00:01:15.658000,30,2,,,0 days 00:00:19.930000,0 days 00:00:35.491000,0 days 00:00:20.237000,0 days 01:06:01.008000,0 days 01:06:36.499000,0 days 01:06:56.736000,209.0,192.0,263.0,277.0,False,MEDIUM,18.0,True,0 days 01:05:41.078000,AlphaTauri,TSU,1,True,2022-05-27 12:50:42.012000,Practice 1
217,0 days 01:14:51.375000,22,0 days 00:01:18.505000,33,3,,,0 days 00:00:21.082000,0 days 00:00:36.487000,0 days 00:00:20.936000,0 days 01:13:53.952000,0 days 01:14:30.439000,0 days 01:14:51.375000,196.0,185.0,253.0,276.0,False,MEDIUM,21.0,False,0 days 01:13:32.870000,AlphaTauri,TSU,1,True,2022-05-27 12:58:33.804000,Practice 1
